,X,Y,Z,n_points_0.01,corr_dim_0.01
0,-0.028434,0.008196,-0.000144,365,2.0119730476531515e-06
1,-0.028037,0.008205,0.000615,366,2.0174853025782287e-06
2,-0.02893,0.008617,0.001016,363,2.0009485378029974e-06
3,-0.029052,0.008696,-0.000326,370,2.0395343222785374e-06
4,-0.029402,0.00943,0.000111,390,2.1497794207800797e-06
5,-0.013971,0.026652,-0.018422,628,3.4616960929484364e-06
6,-0.013401,0.026518,-0.018013,630,3.4727206027985905e-06
7,-0.013366,0.026527,-0.018637,630,3.4727206027985905e-06
8,-0.013081,0.026007,-0.019072,629,3.4672083478735132e-06
9,-0.01396,0.026407,-0.019136,624,3.4396470732481278e-06
10,-0.015655,0.028069,-0.016767,581,3.2026201114698113e-06
11,-0.016221,0.027914,-0.017133,583,3.2136446213199654e-06
12,-0.016585,0.02858,-0.016217,578,3.18608334669458e-06
13,-0.017512,0.028598,-0.015123,581,3.2026201114698113e-06
14,-0.016736,0.028996,-0.015218,571,3.14749756221904e-06
15,-0.017819,0.028538,-0.016002,579,3.1915956016196572e-06
16,-0.017365,0.028387,-0.016609,583,3.2136446213199654e-06
17,-0.017067,0.027983,-0.017005,586,3.230181386095197e-06
18,-0.01682,0.028058,-0.017885,577,3.1805710917695027e-06
19,-0.016462,0.027442,-0.018715,583,3.2136446213199654e-06
20,-0.017331,0.027772,-0.018747,587,3.235693641020274e-06
21,-0.016131,0.026902,-0.019481,589,3.246718150870428e-06
22,-0.01693,0.027024,-0.019352,589,3.246718150870428e-06
23,-0.015308,0.026877,-0.019826,594,3.274279425495814e-06
24,-0.01588,0.026748,-0.020074,597,3.2908161902710454e-06
25,-0.016446,0.02676,-0.020106,594,3.274279425495814e-06
26,-0.015609,0.026058,-0.022162,585,3.22466913117012e-06
27,-0.016013,0.025862,-0.022646,581,3.2026201114698113e-06
28,-0.016014,0.026313,-0.02182,580,3.197107856544734e-06
29,-0.014922,0.025736,-0.021823,600,3.307352955046277e-06
30,-0.014781,0.026758,-0.018824,613,3.3790122690722795e-06
31,-0.014331,0.027079,-0.018022,612,3.3735000141472023e-06
32,-0.013828,0.026639,-0.017593,632,3.483745112648745e-06
33,-0.015085,0.023671,-0.024936,591,3.2577426607205827e-06
34,-0.015501,0.024202,-0.024902,582,3.2081323663948886e-06
35,-0.01499,0.024269,-0.024225,579,3.1915956016196572e-06
36,-0.015244,0.025028,-0.023134,594,3.274279425495814e-06
37,-0.0144,0.025061,-0.022507,605,3.3349142296716623e-06
38,-0.014125,0.024409,-0.023445,598,3.2963284451961223e-06
39,-0.016041,0.024612,-0.024267,585,3.22466913117012e-06
40,-0.013551,0.024111,-0.022828,608,3.3514509944468936e-06
41,-0.01391,0.024503,-0.022276,618,3.406573543697665e-06
42,-0.018061,0.028114,-0.016908,589,3.246718150870428e-06
43,-0.01426,0.023737,-0.024472,584,3.2191568762450427e-06
44,-0.015539,0.023721,-0.025421,603,3.323889719821508e-06
45,-0.015769,0.026454,-0.020779,595,3.279791680420891e-06
46,-0.012516,0.025606,-0.019851,625,3.445159328173205e-06
47,-0.0137,0.02617,-0.020002,614,3.3845245239973564e-06
48,-0.013948,0.027139,-0.017558,624,3.4396470732481278e-06
49,-0.014853,0.02601,-0.020122,613,3.3790122690722795e-06
50,-0.014478,0.0265,-0.019638,609,3.356963249371971e-06
51,-0.011682,0.025256,-0.02009,637,3.5113063872741305e-06
52,-0.012132,0.025064,-0.020843,635,3.5002818774239764e-06
53,-0.017482,0.02786,-0.01745,590,3.2522304057955054e-06
54,-0.014231,0.025639,-0.020671,617,3.4010612887725878e-06
55,-0.014396,0.024788,-0.02174,617,3.4010612887725878e-06
56,-0.013279,0.025336,-0.020368,636,3.5057941323490532e-06
57,-0.014995,0.025868,-0.020795,607,3.345938739521817e-06
58,-0.013653,0.025026,-0.021168,621,3.4231103084728964e-06
59,-0.012665,0.025042,-0.021817,605,3.3349142296716623e-06
60,-0.013835,0.024691,-0.021708,614,3.3845245239973564e-06
61,-0.015214,0.023357,-0.025559,615,3.3900367789224336e-06
62,-0.01591,0.029008,-0.015403,566,3.1199362875936545e-06
63,-0.013121,0.024654,-0.022455,604,3.3294019747465854e-06
64,-0.01343,0.024898,-0.02188,609,3.356963249371971e-06
65,-0.014954,0.027584,-0.017868,591,3.2577426607205827e-06
66,-0.014559,0.027717,-0.016985,603,3.323889719821508e-06
67,-0.014208,0.02754,-0.01738,603,3.323889719821508e-06
68,-0.015574,0.027175,-0.018785,599,3.3018407001211995e-06
69,-0.015942,0.027568,-0.017938,581,3.2026201114698113e-06
70,-0.015041,0.027648,-0.016739,596,3.285303935345968e-06
71,-0.014407,0.028273,-0.016479,581,3.2026201114698113e-06
72,-0.015239,0.028389,-0.016055,577,3.1805710917695027e-06
73,-0.015525,0.027585,-0.017238,592,3.2632549156456595e-06
74,0.017842,0.012361,0.028681,495,2.7285661879131785e-06
75,0.017552,0.012032,0.028148,508,2.8002255019391808e-06
76,0.018198,0.012341,0.028188,509,2.805737756864258e-06
77,0.019093,0.011733,0.026281,553,3.0482769735676517e-06
78,0.01786,0.01187,0.026776,552,3.0427647186425745e-06
79,0.018044,0.011879,0.025791,588,3.2412058959453513e-06
80,0.015908,0.013311,0.030868,465,2.5631985401608643e-06
81,0.015086,0.013242,0.031083,471,2.596272069711327e-06
82,0.015309,0.012213,0.030689,452,2.4915392261348616e-06
83,0.018642,0.012718,0.028797,486,2.6789558935874844e-06
84,0.017693,0.0127,0.029424,480,2.645882364037021e-06
85,0.016642,0.011784,0.027038,546,3.0096911890921117e-06
86,0.015488,0.011621,0.027378,537,2.9600808947664176e-06
87,0.016075,0.011524,0.026271,561,3.0923750129682686e-06
88,0.014748,0.009588,0.02542,513,2.8277867765645667e-06
89,0.014182,0.008643,0.024232,533,2.938031875066109e-06
90,0.016052,0.009964,0.024279,542,2.9876421693918035e-06
91,0.015439,0.008766,0.022842,529,2.9159828553658008e-06
92,0.01252,0.011497,0.030448,494,2.723053932988101e-06
93,0.013314,0.011758,0.030446,472,2.6017843246364043e-06
94,0.012827,0.012069,0.030311,493,2.717541678063024e-06
95,0.016233,0.011383,0.027738,523,2.882909325815338e-06
96,0.013268,0.012415,0.030367,511,2.816762266714412e-06
97,0.016832,0.012312,0.030387,448,2.4694902064345534e-06
98,0.017355,0.011639,0.025247,602,3.318377464896431e-06
99,0.018463,0.011155,0.025132,588,3.2412058959453513e-06
100,0.01806,0.012135,0.027546,525,2.893933835665492e-06
101,0.018697,0.012772,0.027829,517,2.8498357962648753e-06
102,0.017052,0.01171,0.026143,565,3.1144240326685772e-06
103,0.01673,0.01087,0.025027,575,3.1695465819193486e-06
104,0.016651,0.011194,0.025741,571,3.14749756221904e-06
105,0.015592,0.010777,0.025575,552,3.0427647186425745e-06
106,0.016035,0.01144,0.030288,441,2.4309044219590134e-06
107,0.013124,0.011238,0.029934,489,2.6954926583627157e-06
108,0.020078,0.01223,0.026191,552,3.0427647186425745e-06
109,0.019589,0.012487,0.02677,540,2.976617659541649e-06
110,0.016536,0.011397,0.028391,504,2.7781764822388726e-06
111,0.017073,0.011653,0.028107,511,2.816762266714412e-06
112,0.01728,0.01176,0.028993,473,2.6072965795614816e-06
113,0.012428,0.010455,0.028689,515,2.8388112864147208e-06
114,0.013401,0.01049,0.027642,513,2.8277867765645667e-06
115,0.013409,0.011329,0.028889,504,2.7781764822388726e-06
116,0.013997,0.012328,0.030185,495,2.7285661879131785e-06
117,0.013526,0.01311,0.0306,523,2.882909325815338e-06
118,0.018729,0.011447,0.025695,571,3.14749756221904e-06
119,0.017196,0.011395,0.024725,611,3.367987759222125e-06
120,0.015644,0.011071,0.028574,489,2.6954926583627157e-06
121,0.01252,0.010956,0.029607,503,2.7726642273137953e-06
122,0.011759,0.010604,0.02945,516,2.844323541339798e-06
123,0.015654,0.010846,0.029737,445,2.452953441659322e-06
124,0.016453,0.011308,0.029458,454,2.502563735985016e-06
125,0.014726,0.010192,0.026177,516,2.844323541339798e-06
126,0.016757,0.011412,0.027713,518,2.855348051189952e-06
127,0.014882,0.01078,0.026381,534,2.9435441299911863e-06
128,0.015348,0.011161,0.026564,541,2.9821299144667263e-06
129,0.018878,0.012093,0.027204,528,2.9104706004407235e-06
130,0.013408,0.008985,0.025602,523,2.882909325815338e-06
131,0.013886,0.009659,0.026591,513,2.8277867765645667e-06
132,0.013795,0.011569,0.029853,487,2.684468148512561e-06
133,0.017202,0.010962,0.024275,607,3.345938739521817e-06
134,0.01287,0.009562,0.02723,522,2.8773970708902608e-06
135,0.01264,0.009714,0.028118,518,2.855348051189952e-06
136,0.013078,0.009109,0.026525,524,2.888421580740415e-06
137,0.017762,0.011383,0.024606,610,3.362475504297048e-06
138,0.014707,0.011371,0.029609,473,2.6072965795614816e-06
139,0.017387,0.011587,0.02754,518,2.855348051189952e-06
140,0.014297,0.010476,0.026779,519,2.8608603061150294e-06
