,X,Y,Z,n_points_0.01,corr_dim_0.01
316,0.022449,0.039418,-0.036207,130,6.860058541839887e-07
317,0.021784,0.038387,-0.037498,135,7.123906947295268e-07
318,0.011295,0.040495,-0.038052,99,5.22419842801653e-07
319,0.008737,0.041928,-0.036689,102,5.382507471289758e-07
320,0.011016,0.040855,-0.035953,104,5.48804683347191e-07
321,0.016861,0.043711,-0.02574,121,6.385131412020204e-07
322,0.014763,0.043878,-0.02679,106,5.593586195654063e-07
323,0.014978,0.043797,-0.025086,115,6.068513325473746e-07
324,0.009233,0.04144,-0.034936,108,5.699125557836215e-07
325,0.015978,0.039808,-0.037085,125,6.596210136384508e-07
326,0.015592,0.038609,-0.038076,117,6.174052687655898e-07
327,0.013717,0.039889,-0.037095,112,5.910204282200519e-07
328,0.008955,0.041319,-0.038836,94,4.960350022561149e-07
329,0.018266,0.03967,-0.03593,127,6.70174949856666e-07
330,0.019734,0.040521,-0.034132,127,6.70174949856666e-07
331,0.020897,0.039644,-0.035059,125,6.596210136384508e-07
332,0.008906,0.043573,-0.031339,110,5.804664920018367e-07
333,0.008096,0.044618,-0.029427,103,5.435277152380834e-07
334,0.013721,0.043959,-0.02549,110,5.804664920018367e-07
335,0.013886,0.044128,-0.02466,108,5.699125557836215e-07
336,0.017819,0.037751,-0.037981,129,6.807288860748812e-07
337,0.016919,0.039065,-0.037285,122,6.437901093111279e-07
338,0.015348,0.04121,-0.035567,121,6.385131412020204e-07
339,0.018846,0.042827,-0.026603,120,6.332361730929127e-07
340,0.016515,0.042783,-0.028567,112,5.910204282200519e-07
341,0.013207,0.042105,-0.033837,107,5.646355876745138e-07
342,0.01169,0.042524,-0.033583,106,5.593586195654063e-07
343,0.011395,0.043468,-0.03254,108,5.699125557836215e-07
344,0.01303,0.042812,-0.032187,111,5.857434601109442e-07
345,0.011994,0.043603,-0.027117,103,5.435277152380834e-07
346,0.013105,0.043525,-0.026436,109,5.75189523892729e-07
347,0.013438,0.043819,-0.02855,108,5.699125557836215e-07
348,0.012261,0.044563,-0.024466,106,5.593586195654063e-07
349,0.012876,0.040766,-0.035286,110,5.804664920018367e-07
350,0.021628,0.039991,-0.033507,125,6.596210136384508e-07
351,0.014685,0.042258,-0.032657,116,6.121283006564823e-07
352,0.015447,0.04172,-0.033915,125,6.596210136384508e-07
353,0.015841,0.041251,-0.032925,122,6.437901093111279e-07
354,0.003541,0.043829,-0.033226,117,6.174052687655898e-07
355,0.005577,0.043074,-0.034132,114,6.015743644382671e-07
356,0.005398,0.043327,-0.036187,110,5.804664920018367e-07
357,0.010741,0.044137,-0.027108,106,5.593586195654063e-07
358,0.010846,0.041945,-0.033884,108,5.699125557836215e-07
359,0.017577,0.041138,-0.033484,127,6.70174949856666e-07
360,0.007176,0.04236,-0.037779,102,5.382507471289758e-07
361,0.005434,0.04272,-0.03872,97,5.118659065834378e-07
362,0.020473,0.040947,-0.032327,125,6.596210136384508e-07
363,0.016314,0.041812,-0.03144,115,6.068513325473746e-07
364,0.014237,0.042845,-0.030743,109,5.75189523892729e-07
365,0.012182,0.043362,-0.030597,109,5.75189523892729e-07
366,-0.000483,0.046524,-0.037218,111,5.857434601109442e-07
367,0.00179,0.045104,-0.035978,117,6.174052687655898e-07
368,0.00072,0.04499,-0.038399,107,5.646355876745138e-07
369,0.019011,0.041587,-0.030492,125,6.596210136384508e-07
370,0.019671,0.042173,-0.028207,124,6.543440455293431e-07
371,0.023247,0.040915,-0.032256,121,6.385131412020204e-07
372,-0.001238,0.046157,-0.039635,98,5.171428746925453e-07
373,0.022033,0.041379,-0.030249,127,6.70174949856666e-07
374,0.002948,0.043922,-0.038287,101,5.329737790198682e-07
375,0.007162,0.042323,-0.034537,113,5.962973963291594e-07
376,0.008381,0.042419,-0.033306,109,5.75189523892729e-07
377,0.023338,0.040316,-0.034445,129,6.807288860748812e-07
378,0.00627,0.045299,-0.029512,104,5.48804683347191e-07
379,0.006269,0.043568,-0.032428,111,5.857434601109442e-07
380,0.020565,0.041402,-0.029139,124,6.543440455293431e-07
381,0.021874,0.042114,-0.028403,129,6.807288860748812e-07
382,0.024336,0.040308,-0.036136,133,7.018367585113116e-07
383,0.014678,0.04405,-0.023805,108,5.699125557836215e-07
384,-0.005627,0.049175,-0.030551,125,6.596210136384508e-07
385,-0.002919,0.049238,-0.031705,125,6.596210136384508e-07
386,-0.004994,0.047704,-0.031209,135,7.123906947295268e-07
387,0.002882,0.051069,-0.028552,109,5.75189523892729e-07
388,0.001426,0.052168,-0.027484,107,5.646355876745138e-07
389,0.00356,0.052495,-0.026075,103,5.435277152380834e-07
390,-0.000419,0.05182,-0.028392,117,6.174052687655898e-07
391,0.001279,0.05166,-0.028619,112,5.910204282200519e-07
392,0.000941,0.051711,-0.03006,111,5.857434601109442e-07
393,0.00207,0.053514,-0.024082,103,5.435277152380834e-07
394,0.001495,0.053027,-0.025923,110,5.804664920018367e-07
395,-0.000219,0.052963,-0.026564,112,5.910204282200519e-07
396,3.1e-05,0.053597,-0.024886,113,5.962973963291594e-07
397,-0.000615,0.052072,-0.030213,115,6.068513325473746e-07
398,-0.001674,0.052148,-0.029331,119,6.27959204983805e-07
399,-0.008525,0.046146,-0.033299,131,6.912828222930964e-07
400,-0.006871,0.04625,-0.03221,133,7.018367585113116e-07
401,-0.006585,0.047207,-0.033916,135,7.123906947295268e-07
402,-0.002256,0.051153,-0.030246,121,6.385131412020204e-07
403,-0.003209,0.051922,-0.02894,121,6.385131412020204e-07
404,-0.007863,0.046658,-0.035279,129,6.807288860748812e-07
405,-0.006404,0.047499,-0.035754,128,6.754519179657735e-07
406,0.004432,0.05263,-0.022843,106,5.593586195654063e-07
407,-0.004961,0.05089,-0.029435,126,6.648979817475583e-07
408,-0.002253,0.05223,-0.028297,117,6.174052687655898e-07
409,-0.007312,0.047092,-0.036962,126,6.648979817475583e-07
410,-0.005301,0.046969,-0.032487,136,7.176676628386344e-07
411,-0.006374,0.046683,-0.031036,130,6.860058541839887e-07
412,-0.001238,0.046157,-0.039635,98,5.171428746925453e-07
413,-0.003578,0.046296,-0.041116,84,4.432653211650389e-07
414,-0.003261,0.047127,-0.039233,102,5.382507471289758e-07
415,-0.006178,0.045683,-0.041849,99,5.22419842801653e-07
416,-0.00852,0.045623,-0.040105,130,6.860058541839887e-07
417,-0.00555,0.047554,-0.038474,107,5.646355876745138e-07
418,-0.012851,0.041656,-0.038291,155,8.179300569116789e-07
419,-0.01217,0.041297,-0.039862,148,7.809912801479257e-07
420,-0.013919,0.040518,-0.03946,159,8.390379293481093e-07
421,-0.013365,0.040395,-0.040409,152,8.020991525843561e-07
422,-0.014643,0.039858,-0.040323,152,8.020991525843561e-07
423,-0.011312,0.04386,-0.038835,146,7.704373439297105e-07
424,-0.010953,0.044497,-0.036392,148,7.809912801479257e-07
425,-0.009287,0.04586,-0.037158,138,7.282215990568496e-07
426,-0.009862,0.045553,-0.035032,141,7.440525033841724e-07
427,0.004731,0.050746,-0.026966,108,5.699125557836215e-07
428,-0.012123,0.042798,-0.036653,147,7.75714312038818e-07
429,-0.011061,0.043599,-0.03474,141,7.440525033841724e-07
430,-0.007683,0.046752,-0.038176,120,6.332361730929127e-07
431,-0.004447,0.047731,-0.034894,119,6.27959204983805e-07
432,-0.010257,0.042803,-0.041698,136,7.176676628386344e-07
433,-0.003354,0.047545,-0.031542,130,6.860058541839887e-07
434,-0.002281,0.052555,-0.02681,121,6.385131412020204e-07
435,-0.002644,0.047573,-0.037412,111,5.857434601109442e-07
436,0.005324,0.051512,-0.024966,104,5.48804683347191e-07
437,-0.002633,0.046733,-0.032279,129,6.807288860748812e-07
438,-0.001982,0.047225,-0.031415,130,6.860058541839887e-07
439,0.006269,0.043568,-0.032428,111,5.857434601109442e-07
440,0.004044,0.044782,-0.030635,110,5.804664920018367e-07
