,X,Y,Z,corr_dim_0.01
704,0.02493,-0.017126,0.005025,101
705,0.023363,-0.020119,0.006727,71
706,0.018916,-0.023295,0.004145,52
707,0.019157,-0.021996,0.00678,52
708,0.018074,-0.019532,0.000355,81
709,0.020511,-0.017506,-1.4e-05,105
710,0.02217,-0.015188,-0.000458,122
711,0.020347,-0.01925,-0.001158,109
712,0.023247,-0.011605,-0.002118,118
713,0.023225,-0.019,-0.003924,120
714,0.022377,-0.019769,-0.001826,118
715,0.023936,-0.021059,-0.003237,112
716,0.020511,-0.017506,-1.4e-05,105
717,0.021385,-0.01781,-0.001233,121
718,0.021305,-0.016376,-0.001234,124
719,0.018135,-0.00907,-0.006262,72
720,0.021029,-0.00769,-0.006029,93
721,0.020291,-0.0107,-0.004012,98
722,0.020347,-0.01925,-0.001158,109
723,0.023954,-0.005045,-0.006904,104
724,0.023869,-0.008589,-0.005322,108
725,0.023247,-0.011605,-0.002118,118
726,0.020846,-0.013983,-0.002305,110
727,0.025055,-0.020312,-0.004512,116
728,0.02217,-0.015188,-0.000458,122
729,0.020685,-0.016589,-0.002277,122
730,0.018979,-0.013087,-0.004123,99
731,0.019679,-0.015267,-0.003287,113
732,0.02089,-0.016476,-0.003644,127
733,0.02509,-0.021748,-0.004343,100
734,0.02277,-0.016899,-0.003736,130
735,0.022785,-0.017289,-0.002253,124
736,0.024804,-0.023673,-0.002601,82
737,0.025487,-0.02233,-0.004199,94
738,0.025334,-0.021994,-0.002514,99
739,0.02509,-0.021748,-0.004343,100
740,0.025666,-0.023673,-0.005336,82
741,0.025806,-0.02321,-0.005498,87
742,0.023319,-0.02197,-0.001068,97
743,0.023936,-0.021059,-0.003237,112
744,0.020497,-0.023673,0.000446,73
745,0.026712,-0.022977,-0.012807,81
746,0.025685,-0.02213,-0.01454,88
747,0.025234,-0.020459,-0.013933,109
748,0.026564,-0.023594,-0.010131,83
749,0.026205,-0.021586,-0.0107,104
750,0.026458,-0.020708,-0.010058,104
751,0.024867,-0.020304,-0.010769,117
752,0.025487,-0.02233,-0.004199,94
753,0.027382,-0.020578,-0.00553,93
754,0.02509,-0.021748,-0.004343,100
755,0.025554,-0.017644,-0.008243,127
756,0.025718,-0.016251,-0.009286,129
757,0.026242,-0.016317,-0.007354,125
758,0.025522,-0.020936,-0.012086,111
759,0.023535,-0.018376,-0.009508,131
760,0.023413,-0.016184,-0.010068,148
761,0.024964,-0.017559,-0.009307,134
762,0.023469,-0.020252,-0.013302,119
763,0.023124,-0.019334,-0.01208,125
764,0.024236,-0.020347,-0.012345,115
765,0.026806,-0.018703,-0.009568,108
766,0.023471,-0.020681,-0.014524,103
767,0.023021,-0.020276,-0.016295,98
768,0.022673,-0.019098,-0.013878,118
769,0.024136,-0.019085,-0.010657,128
770,0.026341,-0.018558,-0.007022,113
771,0.01871,-0.011612,-0.005781,93
772,0.019313,-0.013043,-0.006016,106
773,0.016569,-0.012245,-0.007613,69
774,0.023647,-0.022316,-0.016967,82
775,0.023187,-0.023197,-0.01901,77
776,0.024896,-0.014713,-0.008434,145
777,0.02249,-0.014227,-0.009006,138
778,0.02607,-0.023673,-0.015183,74
779,0.024535,-0.021903,-0.015523,86
780,0.021273,-0.015687,-0.010531,134
781,0.024063,-0.023673,-0.016951,71
782,0.026478,-0.023673,-0.013112,83
783,0.021084,-0.013952,-0.00691,126
784,0.018301,-0.014416,-0.008139,107
785,0.023184,-0.014696,-0.005527,137
786,0.021648,-0.015449,-0.005102,130
787,0.019679,-0.015267,-0.003287,113
788,0.019941,-0.014599,-0.004748,112
789,0.018979,-0.013087,-0.004123,99
790,0.020627,-0.013817,-0.005537,115
791,0.024802,-0.018859,-0.005808,121
792,0.025792,-0.017114,-0.005646,119
793,0.024169,-0.016595,-0.004369,132
794,0.022872,-0.023673,-0.018595,74
795,0.018135,-0.00907,-0.006262,72
796,0.020291,-0.0107,-0.004012,98
797,0.023225,-0.019,-0.003924,120
798,0.02277,-0.016899,-0.003736,130
799,0.021769,-0.016673,-0.010597,143
800,0.02038,-0.014239,-0.009981,118
801,0.023441,-0.014044,-0.007091,137
802,0.025055,-0.020312,-0.004512,116
803,0.021893,-0.017138,-0.01238,132
804,0.021901,-0.017625,-0.010362,133
805,0.025202,-0.01772,-0.006854,124
806,0.024938,-0.015148,-0.006021,132
807,0.025584,-0.023673,-0.006323,83
808,0.026979,-0.02201,-0.008471,85
809,0.022311,-0.01867,-0.010878,140
810,0.026516,-0.023673,-0.010177,83
811,0.02089,-0.016476,-0.003644,127
812,0.025806,-0.02321,-0.005498,87
813,0.026691,-0.005719,-0.005334,96
814,0.023869,-0.008589,-0.005322,108
815,0.023954,-0.005045,-0.006904,104
816,0.029141,-0.004067,-0.000434,108
817,0.031454,-0.00423,0.001223,104
818,0.030089,-0.00646,0.000755,103
819,0.028799,-0.001035,0.000312,127
820,0.028801,-0.001164,0.002326,129
821,0.030228,-0.002329,0.001672,123
822,0.028347,-0.00286,-0.002517,107
823,0.02858,-0.004366,-0.002614,101
824,0.026081,-0.008911,-0.003671,102
825,0.027659,-0.008002,0.003048,109
826,0.029966,-0.006112,0.003328,107
827,0.027948,-0.005815,0.004163,125
828,0.029043,-0.00189,-0.001236,112
829,0.028347,-0.000971,-0.003766,108
830,0.029928,-0.002723,0.000273,117
831,0.027334,-0.009961,0.003543,97
832,0.028616,-0.009534,0.002544,93
833,0.0278,-0.000768,0.004223,136
834,0.027423,0.000894,0.00459,135
835,0.026673,-0.00042,0.006731,135
836,0.027799,-0.009892,0.008608,109
837,0.028569,-0.010821,0.007235,91
838,0.027954,-0.009122,0.007267,108
839,0.02876,0.001124,0.003439,132
840,0.026931,0.002367,0.003275,134
841,0.027178,-0.009313,0.004916,103
842,0.027731,-0.011107,0.005139,91
843,0.026542,-0.009102,0.008165,115
844,0.026457,-0.00882,0.006392,112
845,0.027885,-0.012445,0.006819,88
846,0.027021,-0.01303,0.005198,87
847,0.026977,-0.011516,0.002628,99
848,0.027184,-0.005107,0.005563,132
849,0.026043,-0.006744,0.007456,124
850,0.02616,-0.007387,0.004959,118
851,0.029101,-0.006024,-0.000991,103
852,0.028507,0.001293,-0.000478,120
853,0.027305,0.001122,-0.001918,124
854,0.026916,0.002134,-0.000392,129
855,0.0274,-0.011878,0.008665,93
856,0.026089,-0.014015,0.007707,84
857,0.026433,-0.008438,0.010209,123
858,0.028555,-0.009672,0.005859,99
859,0.025094,-0.014189,0.004903,97
860,0.026101,-0.015646,0.006138,88
861,0.02493,-0.017126,0.005025,101
862,0.022775,-0.015655,0.003971,110
863,0.027798,-0.008911,0.005986,109
864,0.028207,-0.007121,-0.002861,90
865,0.027678,-0.004774,-0.003771,99
866,0.02571,-0.012247,0.01001,91
867,0.028827,0.000302,-0.00024,122
868,0.029578,0.000573,0.000741,125
869,0.029176,0.000198,-0.001775,117
870,0.02752,0.000426,-0.003074,121
871,0.026236,-0.01033,0.009357,105
872,0.026831,-0.003035,-0.004088,104
873,0.025833,-0.001083,-0.004273,109
874,0.027825,-0.002332,0.003445,139
875,0.028204,-0.004168,0.005805,127
876,0.027234,-0.003154,0.005604,136
877,0.029336,-0.00285,0.00596,128
878,0.02796,-0.001704,0.005398,144
879,0.02597,-0.003647,-0.006057,96
880,0.025021,-0.002161,-0.00574,101
881,0.029205,-0.00791,0.002032,98
882,0.028953,-0.008794,0.000128,94
883,0.02364,-0.013225,0.001447,115
884,0.026677,-0.010556,-0.000964,113
885,0.023247,-0.011605,-0.002118,118
886,0.027238,-0.002259,0.004446,139
887,0.028581,-0.003872,0.003389,131
888,0.027015,-0.003906,0.00397,133
889,0.029794,0.000951,0.002076,127
890,0.030342,-0.00339,0.003155,120
891,0.026582,0.000341,-0.004237,112
892,0.028888,0.002665,0.001506,136
893,0.024109,-0.013344,-0.024116,96
894,0.022772,-0.014522,-0.025108,102
895,0.023881,-0.013307,-0.025262,92
896,0.024788,0.016194,-0.013984,106
897,0.026707,0.017502,-0.012301,103
898,0.026056,0.014963,-0.011933,102
899,0.01447,-0.006299,-0.028421,130
900,0.013747,-0.004252,-0.028565,123
901,0.014725,-0.004265,-0.02699,124
902,0.026963,0.000956,-0.007338,99
903,0.026304,-0.000484,-0.006039,100
904,0.025085,-0.001753,-0.008267,100
905,0.015487,-0.00178,-0.026481,136
906,0.016534,-0.003784,-0.026242,129
907,0.013205,0.005034,-0.024311,99
908,0.016401,0.005294,-0.023342,113
909,0.015449,0.007023,-0.027091,83
910,0.01645,-0.005993,-0.026871,114
911,0.021277,0.011953,-0.012485,103
912,0.020373,0.01222,-0.014979,105
913,0.020352,0.014266,-0.013782,108
914,0.023744,-0.012775,-0.026708,95
915,0.022109,-0.014064,-0.027463,99
916,0.018221,-0.013259,-0.029265,108
917,0.016592,-0.0147,-0.029207,111
918,0.017148,-0.012013,-0.029524,117
919,0.023609,-0.017242,-0.022563,107
920,0.023727,-0.017103,-0.020433,103
921,0.023454,-0.018837,-0.02131,96
922,0.02244,-0.012999,-0.028667,95
923,0.022747,-0.011111,-0.028095,103
924,0.014089,0.001797,-0.029684,103
925,0.013091,0.005299,-0.030437,62
926,0.016547,0.004135,-0.030577,69
927,0.028474,0.017367,0.015207,130
928,0.027261,0.017608,0.016452,126
929,0.028139,0.015801,0.015801,119
930,0.020129,-0.014272,-0.029125,97
931,0.014481,0.003862,-0.021366,111
932,0.02399,-0.010433,-0.026054,98
933,0.014763,-0.012398,-0.02874,104
934,0.011699,0.003665,-0.022494,98
935,0.011223,0.002764,-0.024695,106
936,0.02232,-0.008624,-0.027187,104
937,0.02079,-0.01026,-0.028943,115
938,0.021073,0.011887,-0.017501,109
939,0.020665,0.01129,-0.01953,108
940,0.018877,0.011653,-0.018927,106
941,0.01979,-0.008866,-0.027379,121
942,0.018346,-0.0099,-0.029274,121
943,0.017816,-0.008505,-0.02674,122
944,0.016292,-0.010404,-0.028052,119
945,0.015441,-0.00832,-0.027664,117
946,0.019162,0.004276,-0.022299,110
947,0.021745,0.004661,-0.023578,92
948,0.019066,0.00683,-0.024512,97
949,0.01689,0.004314,-0.021284,117
950,0.006831,-0.001013,-0.028087,103
951,0.007461,-0.001137,-0.026525,100
952,0.008189,0.000555,-0.028519,111
953,0.031155,0.018778,0.014035,100
954,0.031506,0.017066,0.014153,99
955,0.032701,0.019247,0.012465,77
956,0.027306,0.016554,-0.009155,104
957,0.027087,0.014364,-0.007749,97
958,0.026139,0.013875,-0.009722,102
959,0.033049,0.018557,0.009255,83
960,0.0321,0.016009,0.011693,92
961,0.031659,0.015954,0.00902,102
962,0.021676,0.005943,-0.025255,81
963,0.020345,0.004374,-0.020421,110
964,0.018522,0.004364,-0.019834,113
965,0.019684,0.005437,-0.019419,117
966,0.028708,0.01108,0.004146,113
967,0.02983,0.010572,0.003503,105
968,0.029716,0.011484,0.002545,106
969,0.022047,0.000681,-0.019334,113
970,0.021645,0.000665,-0.017993,110
971,0.023297,-0.000167,-0.01994,108
972,0.026539,0.023699,0.006861,113
973,0.026938,0.023153,0.008268,118
974,0.026274,0.021615,0.0071,124
975,0.020257,0.005921,-0.026084,83
976,0.02592,0.024958,0.003353,112
977,0.025915,0.027239,0.00265,109
978,0.026131,0.026482,0.005466,100
979,0.021455,0.004182,-0.021911,105
980,0.025605,0.019348,0.005897,121
981,0.026399,0.019577,0.007561,135
982,0.018924,0.006388,-0.027338,77
983,0.017686,0.006085,-0.029113,57
984,0.025872,0.024543,0.005419,113
985,0.026749,0.022897,0.004305,111
986,0.023053,-0.021646,-0.022325,79
987,0.022745,-0.019327,-0.023859,90
988,0.019434,-0.007417,-0.027225,119
989,0.025833,-0.001083,-0.004273,109
990,0.025021,-0.002161,-0.00574,101
991,0.027437,0.020277,0.002805,113
992,0.026585,0.021516,0.002135,113
993,0.026437,0.020449,0.004015,114
994,0.020686,-0.007635,-0.024472,124
995,0.021362,-0.008579,-0.025297,117
996,0.020279,-0.007783,-0.02598,113
997,0.025125,0.023455,0.001316,118
998,0.025859,0.021903,-0.000559,119
999,0.028962,0.009858,-0.001335,109
1000,0.027808,0.01151,-0.001955,105
1001,0.029132,0.012406,-0.001223,99
1002,0.025535,0.025667,0.000895,122
1003,0.026635,0.016692,0.002351,91
1004,0.028469,0.018751,0.002715,99
1005,0.026314,0.018214,0.004088,106
1006,0.026979,0.009016,-0.00561,107
1007,0.026521,0.010796,-0.005085,100
1008,0.028048,0.010769,-0.003853,101
1009,0.022191,-0.011088,-0.017571,114
1010,0.021726,-0.013192,-0.017133,116
1011,0.022621,-0.013005,-0.018898,120
1012,0.02038,-0.014239,-0.009981,118
1013,0.020742,-0.012639,-0.011874,119
1014,0.018187,-0.012202,-0.010666,98
1015,0.03047,0.009774,0.004519,111
1016,0.030002,0.010906,0.00601,110
1017,0.029809,0.009933,0.007371,113
1018,0.023486,-0.011747,-0.019754,111
1019,0.024353,-0.013321,-0.019454,113
1020,0.024518,-0.012786,-0.021261,100
1021,0.022787,-0.010987,-0.02161,119
1022,0.02668,0.0118,-0.014332,89
1023,0.025038,0.010849,-0.016617,101
1024,0.023185,0.011254,-0.01464,107
1025,0.025478,-0.01604,-0.016997,114
1026,0.024245,-0.014845,-0.017937,124
1027,0.024083,-0.014822,-0.016347,123
1028,0.024737,0.02574,0.008787,114
1029,0.025738,0.026537,0.007425,108
1030,0.024672,0.028142,0.007328,104
1031,0.02741,0.015374,0.001242,99
1032,0.025902,0.014648,0.003006,92
1033,0.021565,-0.001337,-0.024568,111
1034,0.019819,-0.002942,-0.02422,123
1035,0.019957,-0.002504,-0.025083,120
1036,0.024864,0.018484,-0.014265,108
1037,0.029754,0.00733,0.004175,128
1038,0.029151,0.005167,0.001965,131
1039,0.028521,0.006658,0.002221,131
1040,0.019571,0.003303,-0.027974,81
1041,0.020337,0.003083,-0.026895,83
1042,0.02044,0.001078,-0.026927,99
1043,0.01863,-0.017511,-0.030259,87
1044,0.021587,-0.008531,-0.023752,119
1045,0.020598,-0.008044,-0.023411,123
1046,0.027049,0.001158,-0.005661,105
1047,0.025788,0.011945,-0.009926,101
1048,0.026968,0.010155,-0.009799,91
1049,0.027487,0.011818,-0.010886,93
1050,0.026049,0.025313,0.011134,103
1051,0.027954,0.02472,0.011358,97
1052,0.026687,0.024515,0.009054,111
1053,0.028265,0.022719,0.009798,117
1054,0.026916,0.002134,-0.000392,129
1055,0.027617,0.003883,-0.000232,131
1056,0.028888,0.002665,0.001506,136
1057,0.027305,0.001122,-0.001918,124
1058,0.026825,0.003037,-0.002386,122
1059,0.019167,-0.011832,-0.029801,110
1060,0.029888,0.011508,0.004905,114
1061,0.030401,0.020214,0.013089,107
1062,0.031202,0.021115,0.010434,92
1063,0.028741,0.020902,0.011532,121
1064,0.023157,-0.017416,-0.014758,117
1065,0.021987,-0.015546,-0.014225,121
1066,0.021893,-0.017138,-0.01238,132
1067,0.02117,0.001753,-0.019126,112
1068,0.022029,0.000664,-0.020493,110
1069,0.022785,-0.009149,-0.02159,120
1070,0.023555,-0.007901,-0.020837,111
1071,0.023822,-0.009763,-0.019578,110
1072,0.011052,0.002526,-0.027424,118
1073,0.010219,0.001624,-0.028735,109
1074,0.010258,2.7e-05,-0.026084,107
1075,0.028285,0.018348,0.015744,119
1076,0.022538,0.001491,-0.016265,108
1077,0.022377,-0.000307,-0.016983,105
1078,0.018765,0.020093,-0.016167,98
1079,0.020988,0.02057,-0.015816,109
1080,0.020745,0.018953,-0.016002,107
1081,0.020463,-0.005424,-0.02438,120
1082,0.02405,-0.01593,-0.023876,109
1083,0.0244,-0.014038,-0.023135,98
1084,0.024677,-0.015208,-0.021032,110
1085,0.01159,0.005249,-0.027228,106
1086,0.011955,0.002923,-0.028983,107
1087,0.01015,0.001001,-0.023493,94
1088,0.021835,0.003458,-0.017384,119
1089,0.020695,0.003929,-0.018917,118
1090,0.021786,0.006227,-0.01892,112
1091,0.021439,-0.00806,-0.02194,121
1092,0.02316,-0.006332,-0.022102,113
1093,0.02628,0.020035,-0.012928,97
1094,0.027224,0.018984,-0.010716,101
1095,0.019928,-0.005596,-0.026821,120
1096,0.030725,0.019877,0.006969,102
1097,0.02946,0.018144,0.016035,114
1098,0.024543,-0.00591,-0.020303,107
1099,0.024755,-0.012212,-0.024671,96
1100,0.0242,-0.010468,-0.023586,106
1101,0.021039,-0.00229,-0.022755,114
1102,0.018386,-0.00422,-0.027405,117
1103,0.020295,-0.003491,-0.026087,125
1104,0.026682,0.008889,-0.016702,90
1105,0.026857,0.008232,-0.013832,86
1106,0.026587,0.006733,-0.015511,97
1107,0.023203,0.023214,0.015655,108
1108,0.02431,0.02524,0.013309,110
1109,0.021853,0.023682,0.013155,121
1110,0.021351,-0.011989,-0.02981,98
1111,0.023646,-0.009509,-0.022688,117
1112,0.022478,-0.008562,-0.022922,117
1113,0.027157,0.02515,0.013656,89
1114,0.028594,0.023018,0.012976,98
1115,0.010205,0.004368,-0.021065,76
1116,0.012061,0.003457,-0.020092,70
1117,0.023734,-0.016037,-0.025822,95
1118,0.023901,-0.017744,-0.025418,95
1119,0.020802,-0.014293,-0.012758,121
1120,0.028356,0.021014,0.000969,107
1121,0.024286,-0.00755,-0.018458,110
1122,0.023099,-0.008907,-0.017135,112
1123,0.027413,0.012134,-0.012562,87
1124,0.025654,0.012852,-0.012281,95
1125,0.027041,0.003012,-0.006337,110
1126,0.023114,-0.015257,-0.015315,122
1127,0.022739,-0.014315,-0.01641,130
1128,0.029466,0.009809,-0.003122,100
1129,0.024109,0.00259,-0.010509,103
1130,0.02498,0.0018,-0.009947,100
1131,0.025057,0.001759,-0.011685,101
1132,0.019086,0.012959,-0.018011,105
1133,0.020285,0.014311,-0.016756,99
1134,0.019401,0.012588,-0.016721,102
1135,0.020589,0.017577,-0.015316,102
1136,0.021857,0.015989,-0.014299,106
1137,0.01926,0.015953,-0.014785,98
1138,0.02068,0.004746,-0.027443,71
1139,0.018997,0.005073,-0.028207,73
1140,0.023577,0.013936,-0.013198,106
1141,0.02399,-0.012354,-0.023033,105
1142,0.017963,0.006257,-0.019682,107
1143,0.027005,0.024151,-0.007616,104
1144,0.027107,0.022461,-0.007559,103
1145,0.027458,0.023584,-0.009023,96
1146,0.023336,-0.004257,-0.009596,96
1147,0.023954,-0.005045,-0.006904,104
1148,0.025039,0.024837,0.007075,113
1149,0.025469,0.001312,-0.008751,95
1150,0.025321,0.000669,-0.010438,99
1151,0.02011,0.02195,-0.015897,106
1152,0.021397,0.024088,-0.014707,110
1153,0.022892,0.02193,-0.015917,100
1154,0.025729,0.024621,-0.009956,109
1155,0.025934,0.024032,-0.008689,108
1156,0.02773,0.024881,-0.0012,112
1157,0.026792,0.026818,-1e-05,108
1158,0.02766,0.023771,0.015303,86
1159,0.029063,0.019062,-0.007866,90
1160,0.027169,0.01868,-0.00884,102
1161,0.028704,0.01016,-0.012363,79
1162,0.023454,-0.00422,-0.021409,105
1163,0.024313,0.022067,0.017696,91
1164,0.022275,0.020392,0.017205,107
1165,0.028418,0.020729,0.014157,112
1166,0.027739,0.021488,0.016309,97
1167,0.02812,0.019509,0.016291,111
1168,0.021029,-0.00769,-0.006029,93
1169,0.018135,-0.00907,-0.006262,72
1170,0.020339,-0.006951,-0.00907,93
1171,0.023205,0.022915,-0.014263,106
1172,0.022886,0.02386,-0.0134,107
1173,0.024963,-0.01828,-0.016566,109
1174,0.024613,-0.016238,-0.015395,117
1175,0.024269,-0.016194,-0.018798,118
1176,0.028614,0.014432,0.001508,102
1177,0.027612,0.014251,-0.000644,107
1178,0.027494,0.012352,-0.003113,101
1179,0.024361,0.00253,-0.008564,97
1180,0.02096,0.005033,-0.026165,77
1181,0.021242,0.003693,-0.025752,87
1182,0.02588,0.029331,-0.0067,109
1183,0.026635,0.027809,-0.006848,111
1184,0.027278,0.028497,-0.009271,102
1185,0.023187,-0.013998,-0.017672,126
1186,0.018382,-0.001848,-0.025645,133
1187,0.022931,-0.009139,-0.024563,112
1188,0.023021,-0.020276,-0.016295,98
1189,0.023746,-0.019944,-0.018331,100
1190,0.025647,0.017179,0.017574,115
1191,0.025859,0.019084,0.017948,112
1192,0.023686,0.018021,0.018564,110
1193,0.029235,0.021459,-0.006971,92
1194,0.029177,0.020922,-0.004266,100
1195,0.029672,0.019843,-0.005778,95
1196,0.018364,-0.006277,-0.027749,120
1197,0.023452,-0.003581,-0.011557,100
1198,0.022612,-0.00115,-0.012176,98
1199,0.023662,-0.002249,-0.010162,101
1200,0.02971,0.017807,-0.002043,99
1201,0.030103,0.018318,-0.004564,92
1202,0.029888,0.019491,-0.00238,100
1203,0.02572,0.008625,-0.011138,93
1204,0.025823,0.007296,-0.012341,96
1205,0.018301,-0.014416,-0.008139,107
1206,0.024949,-0.01825,-0.019123,105
1207,0.024929,-0.017232,-0.017933,114
1208,0.01343,0.005671,-0.019797,86
1209,0.016119,0.005105,-0.019485,111
1210,0.020007,-0.007023,-0.022983,125
1211,0.02087,-0.005638,-0.021887,112
1212,0.018221,0.00419,-0.028993,72
1213,0.021962,-0.012127,-0.016151,117
1214,0.022457,-0.013553,-0.015147,115
1215,0.022802,0.017794,-0.015185,108
1216,0.02943,0.012513,0.006989,115
1217,0.027558,0.004625,-0.002237,121
1218,0.027085,0.004442,-0.004534,113
1219,0.028907,0.005751,-0.003094,117
1220,0.014886,-0.00053,-0.028654,117
1221,0.016882,0.000554,-0.028359,111
1222,0.02738,0.020197,-0.009333,100
1223,0.019429,0.008029,-0.020734,109
1224,0.021803,0.008359,-0.019747,107
1225,0.022243,-0.002366,-0.02103,112
1226,0.022387,-0.000783,-0.021885,110
1227,0.018543,0.002561,-0.02904,85
1228,0.028285,0.027363,-0.003223,102
1229,0.028958,0.025505,-0.003892,102
1230,0.027808,0.026871,-0.005388,105
1231,0.029001,0.008985,-0.004319,107
1232,0.028162,0.006916,-0.005219,109
1233,0.02322,-0.001153,-0.018562,105
1234,0.023246,0.003542,-0.007927,94
1235,0.024457,0.0039,-0.006228,107
1236,0.023057,0.005303,-0.008585,102
1237,0.025164,0.006353,-0.010628,103
1238,0.025091,0.006941,-0.006918,105
1239,0.022061,0.001988,-0.020276,108
1240,0.022618,0.001139,-0.022121,100
1241,0.007931,0.004571,-0.020873,70
1242,0.010258,0.004923,-0.018645,53
1243,0.022051,0.003059,-0.019168,115
1244,0.028189,0.021244,-0.009896,93
1245,0.02749,0.021414,-0.0086,97
1246,0.02947,0.016022,-0.002644,102
1247,0.03057,0.015798,0.006446,106
1248,0.027556,0.024601,-0.005425,108
1249,0.028488,0.023653,-0.003754,104
1250,0.02883,0.023358,-0.005214,103
1251,0.022386,-0.005759,-0.011933,104
1252,0.022297,-0.003438,-0.013238,104
1253,0.024585,0.00317,-0.016862,104
1254,0.024592,0.006265,-0.017481,106
1255,0.026572,0.004318,-0.015301,98
1256,0.022855,-0.002777,-0.019669,102
1257,0.027636,0.009935,-0.014952,82
1258,0.024051,-0.000476,-0.009977,101
1259,0.025607,0.012577,-0.007715,93
1260,0.026097,0.011196,-0.006605,91
1261,0.02504,0.010329,-0.008182,90
1262,0.022615,0.001962,-0.024715,83
1263,0.024138,0.009068,-0.017264,107
1264,0.023274,0.010588,-0.019305,104
1265,0.023996,0.010337,-0.017649,107
1266,0.026675,0.022485,-0.00272,118
1267,0.023631,-0.014028,-0.018681,123
1268,0.027637,0.022358,0.014839,101
1269,0.02691,0.022723,0.016377,93
1270,0.027404,0.013132,-0.001688,104
1271,0.028664,0.013783,-0.003264,109
1272,0.023396,0.010992,-0.017161,106
1273,0.021273,-0.015687,-0.010531,134
1274,0.024513,0.000245,-0.011798,98
1275,0.022662,-0.009888,-0.014762,123
1276,0.022385,-0.011357,-0.015359,120
1277,0.024673,0.004135,-0.010532,107
1278,0.024605,0.001113,-0.014229,103
1279,0.027305,0.02627,-0.008801,105
1280,0.026259,0.025083,-0.008325,108
1281,0.026703,0.026264,-0.01115,99
1282,0.025141,0.028792,0.004611,98
1283,0.023187,-0.023197,-0.01901,77
1284,0.024343,-0.003574,-0.018489,99
1285,0.023118,0.003447,-0.009438,99
1286,0.027468,0.023753,-0.011141,90
1287,0.028138,0.02133,-0.011596,87
1288,0.026451,0.02283,-0.012287,99
1289,0.018657,0.010467,-0.019868,105
1290,0.023557,0.012358,-0.012643,101
1291,0.023179,0.019592,-0.016151,106
1292,0.025021,0.020506,-0.01529,99
1293,0.027666,0.012605,-0.005509,98
1294,0.024129,-0.014749,-0.019232,123
1295,0.0283,0.00889,0.002103,115
1296,0.028165,0.007747,-0.000321,117
1297,0.021396,-0.002071,-0.013546,99
1298,0.021436,-0.000655,-0.015243,102
1299,0.027654,0.021595,-0.001146,115
1300,0.028795,0.020258,-0.00112,107
1301,0.025779,0.00737,-0.009245,102
1302,0.023033,-0.012291,-0.015253,119
1303,0.030004,0.019516,0.01489,107
1304,0.022521,-0.007915,-0.015382,110
1305,0.028414,0.02255,-0.010015,88
1306,0.021052,0.009902,-0.021037,110
1307,0.021533,0.021644,0.015026,127
1308,0.028392,0.016663,-0.000687,99
1309,0.02864,0.017258,0.001133,99
1310,0.015893,0.008292,-0.019628,102
1311,0.017499,0.009692,-0.020107,105
1312,0.028021,0.029098,-0.004997,95
1313,0.027458,0.014164,0.005691,110
1314,0.028153,0.01251,0.006241,115
1315,0.027859,0.01232,0.003742,107
1316,0.030183,0.0126,0.008466,118
1317,0.026579,0.010605,-0.015895,91
1318,0.022409,-0.003339,-0.020793,107
1319,0.012802,-0.003042,-0.029728,127
1320,0.013188,-0.005203,-0.029777,127
1321,0.011488,-0.003794,-0.030596,124
1322,0.0274,0.0136,0.003111,102
1323,0.028341,0.00577,-0.000596,123
1324,0.022867,0.003326,-0.022545,96
1325,0.022619,0.003523,-0.020495,109
1326,0.029354,0.008738,-0.002892,104
1327,0.028755,0.006122,0.000994,125
1328,0.024244,0.022958,-0.012367,109
1329,0.024429,0.026005,-0.013493,109
1330,0.025665,0.024292,-0.011681,102
1331,0.019493,-0.003771,-0.021827,113
1332,0.021649,-0.003827,-0.021509,110
1333,0.025703,0.024425,0.016154,85
1334,0.025864,0.022622,0.017614,89
1335,0.029349,0.019286,0.000848,102
1336,0.029137,0.01851,-0.00077,103
1337,0.029091,0.015403,-0.005912,94
1338,0.025986,0.002936,-0.013136,104
1339,0.029333,0.007411,-0.001786,111
1340,0.02361,-0.012307,-0.013143,127
1341,0.025087,0.010031,-0.005939,93
1342,0.026098,0.021789,-0.012784,100
1343,0.025628,0.003192,-0.011451,114
1344,0.026074,0.025975,-0.00679,111
1345,0.022743,0.008221,-0.017932,113
1346,0.028267,0.020459,0.008788,132
1347,0.029439,0.007457,-0.00357,108
1348,0.028936,0.007653,0.00276,124
1349,0.027671,0.006819,0.000918,123
1350,0.02869,0.022396,-0.004531,102
1351,0.013641,-0.000833,-0.030503,117
1352,0.010853,-0.001461,-0.031259,116
1353,0.02776,0.027883,-0.001208,97
1354,0.016569,-0.012245,-0.007613,69
1355,0.007134,0.001901,-0.021022,68
1356,0.008442,0.001231,-0.02266,86
1357,0.007806,-0.001113,-0.023078,86
1358,0.027209,0.019203,0.003364,109
1359,0.025723,0.003408,-0.007849,105
1360,0.024016,0.020208,0.018779,98
1361,0.025588,0.021264,0.018986,90
1362,0.028106,0.021111,-0.00279,107
1363,0.027248,0.022162,0.018111,82
1364,0.026964,0.020637,0.017687,100
1365,0.025829,0.006272,-0.01359,99
1366,0.026582,0.000341,-0.004237,112
1367,0.011777,0.001043,-0.030591,102
1368,0.009391,0.000448,-0.03043,117
1369,0.028862,0.013117,0.002456,102
1370,0.026346,0.00857,-0.008486,99
1371,0.029525,0.013059,0.000802,99
1372,0.028815,0.022196,-0.005488,100
1373,0.027933,0.022017,-0.003829,104
1374,0.026693,0.002332,-0.007841,101
