,X,Y,Z,corr_dim_0.01
1375,0.023918,-0.020356,-0.020057,93
1376,0.030846,0.018222,0.015293,101
1377,0.029057,0.020459,-0.002537,98
1378,0.025179,0.022054,-0.014339,100
1379,0.022673,-0.019098,-0.013878,118
1380,0.030611,0.014364,0.00813,109
1381,0.025332,0.008816,-0.006834,97
1382,0.030774,0.014262,0.009938,110
1383,0.030224,0.011559,0.010366,111
1384,0.026781,0.013953,0.004288,99
1385,0.025756,0.004547,-0.012391,105
1386,0.030109,0.010982,0.000514,99
1387,0.027541,0.002025,-0.004028,115
1388,0.014414,-0.002578,-0.028705,128
1389,0.02752,0.000426,-0.003074,121
1390,0.008894,0.003358,-0.022875,87
1391,0.006873,0.003918,-0.021638,74
1392,0.027698,0.019045,0.006084,117
1393,0.029416,0.017923,0.005346,102
1394,0.028927,0.016184,0.005441,102
1395,0.026129,0.016143,0.003969,94
1396,0.027468,0.016669,0.005214,98
1397,0.026396,0.014939,0.004889,100
1398,0.008518,-0.003036,-0.030496,126
1399,0.007707,-0.000873,-0.030438,121
1400,0.028084,0.023048,-0.006333,99
1401,0.021751,-0.010547,-0.011754,121
1402,0.030268,0.014258,0.014503,115
1403,0.029928,0.016606,0.015398,111
1404,0.020979,0.016828,0.016396,121
1405,0.030444,0.013705,0.011693,110
1406,0.018113,-0.011303,-0.029845,116
1407,0.01187,0.006468,-0.019288,68
1408,0.012778,0.007973,-0.019797,75
1409,0.022375,-0.016264,-0.027778,92
1410,0.015144,-0.009815,-0.029171,122
1411,0.005957,-0.002841,-0.028278,101
1412,0.028422,0.029238,-0.002714,94
1413,0.024057,-0.005672,-0.018241,105
1414,0.025805,0.027193,0.000807,107
1415,0.010604,0.007611,-0.018915,61
1416,0.022043,-0.00217,-0.017781,106
1417,0.020632,-0.00296,-0.01658,101
1418,0.020888,-0.003038,-0.014739,98
1419,0.022692,-0.003387,-0.016824,105
1420,0.021826,-0.004583,-0.015816,102
1421,0.023695,-0.004828,-0.016838,107
1422,0.0228,-0.00629,-0.015832,104
1423,0.021683,-0.008212,-0.012905,114
1424,0.022196,-0.003799,-0.014626,102
1425,0.024663,-0.006282,-0.016855,103
1426,0.024417,-0.007703,-0.016153,107
1427,0.021101,-0.007434,-0.011263,100
1428,0.019446,-0.008948,-0.011553,94
1429,0.022957,-0.004892,-0.014272,108
1430,0.017597,-0.00951,-0.009376,81
1431,0.022969,-0.006606,-0.013974,111
1432,0.006074,-0.001412,-0.027157,98
1433,-0.01126,-0.000436,0.018077,83
1434,-0.013337,-0.001707,0.016476,85
1435,-0.010431,-0.002718,0.017803,76
1436,0.017357,0.00481,0.018805,57
1437,0.021336,0.006932,0.019825,69
1438,0.018827,0.007474,0.018905,71
1439,-0.000229,0.01347,0.01708,92
1440,-0.0007,0.016175,0.014776,79
1441,-0.000685,0.016444,0.017857,86
1442,0.000376,0.010358,0.017705,95
1443,0.001195,0.010136,0.020332,91
1444,0.001086,0.008241,0.018801,105
1445,0.000908,0.009798,0.022653,83
1446,-0.000261,0.007633,0.022325,101
1447,0.00089,0.007954,0.0208,100
1448,0.001002,0.01126,0.01525,86
1449,0.000195,0.013545,0.013689,78
1450,0.00086,0.012556,0.019575,85
1451,0.005133,0.009376,0.007463,42
1452,0.007674,0.010788,0.005447,34
1453,0.005767,0.012364,0.007254,42
1454,0.002426,0.00752,0.016206,93
1455,0.01104,0.029847,0.012494,141
1456,0.012302,0.029133,0.012697,130
1457,0.013503,0.029581,0.012112,133
1458,0.00182,0.009712,0.016275,90
1459,-0.011933,0.012503,0.01625,118
1460,-0.010545,0.011862,0.016567,113
1461,-0.010789,0.01391,0.016483,115
1462,0.020647,0.009499,0.01952,73
1463,-0.000888,0.013714,0.018941,96
1464,-0.002101,0.013153,0.020178,101
1465,-0.000198,0.013972,0.021639,81
1466,-0.00896,0.012917,0.016594,121
1467,0.022205,0.01937,0.015118,131
1468,0.022039,0.020181,0.012973,134
1469,0.021471,0.017723,0.013687,136
1470,0.020979,0.016828,0.016396,121
1471,0.020484,0.018549,0.011741,140
1472,0.005534,0.013717,0.008548,47
1473,0.007507,0.013623,0.008136,49
1474,0.006608,0.015202,0.009248,50
1475,0.021533,0.021644,0.015026,127
1476,0.022275,0.020392,0.017205,107
1477,0.00299,0.004385,0.019271,89
1478,0.000385,0.003927,0.020171,116
1479,0.002767,0.002198,0.019357,83
1480,-0.015335,0.014004,0.011888,114
1481,-0.013868,0.01491,0.011606,114
1482,-0.01419,0.014352,0.009951,120
1483,-0.015246,0.011764,0.012656,114
1484,-0.015343,0.012281,0.010284,120
1485,-0.007842,0.011001,0.014854,122
1486,-0.008786,0.010206,0.018009,115
1487,-0.006087,0.0091,0.017338,127
1488,-0.014991,0.009912,0.0114,118
1489,0.001459,0.005875,0.021257,97
1490,0.002403,0.006345,0.018888,99
1491,0.018575,0.017076,0.012943,99
1492,0.003337,0.009673,0.015439,88
1493,0.003114,0.010737,0.013228,73
1494,-0.014581,0.010784,0.008582,117
1495,-0.002441,0.018166,0.016046,83
1496,0.010237,0.008214,0.011086,61
1497,0.009369,0.00667,0.01244,65
1498,0.011445,0.007865,0.012611,70
1499,-0.014471,0.009025,0.009743,112
1500,-0.003529,0.016454,0.016915,93
1501,-0.006607,0.015958,0.016987,108
1502,-0.008906,0.014926,0.015563,113
1503,-0.007179,0.013975,0.01538,113
1504,9.8e-05,0.023011,0.018399,71
1505,0.000664,0.020986,0.01512,57
1506,0.004222,0.023377,0.016208,69
1507,0.001195,0.01182,0.013189,74
1508,0.002666,0.012283,0.010572,60
1509,0.011545,0.023976,0.012653,110
1510,0.014792,0.023518,0.011621,118
1511,0.014194,0.025723,0.013553,113
1512,-0.000348,0.009805,0.024615,67
1513,-0.002026,0.007224,0.025012,82
1514,0.009932,0.008082,0.009059,49
1515,0.008517,0.008463,0.006988,39
1516,0.006845,0.007889,0.0092,46
1517,0.00089,0.007025,0.021613,100
1518,-0.00543,0.009955,0.023905,85
1519,-0.004039,0.011169,0.024708,72
1520,-0.00456,0.012168,0.022472,88
1521,-0.001909,0.011644,0.018338,106
1522,-0.003704,0.012043,0.019918,109
1523,0.014482,0.021625,0.013155,103
1524,0.014856,0.022012,0.012001,111
1525,0.013638,0.022008,0.011659,106
1526,0.015616,0.017703,0.012877,80
1527,0.016725,0.019206,0.012171,90
1528,0.014925,0.019806,0.013491,91
1529,-0.002142,0.01399,0.017669,99
1530,0.012099,0.020958,0.011724,92
1531,0.013064,0.01855,0.013036,74
1532,0.013314,0.020795,0.0132,99
1533,-0.000633,0.000474,0.020984,92
1534,-0.00152,0.002922,0.019331,120
1535,-0.002695,0.001622,0.01964,118
1536,0.002071,0.015914,0.013249,74
1537,0.003193,0.019607,0.012253,52
1538,0.004126,0.015672,0.009885,52
1539,0.015745,0.014581,0.012833,74
1540,0.016929,0.012611,0.012489,72
1541,0.018083,0.014758,0.013916,98
1542,-0.00898,0.003037,0.01716,114
1543,-0.009969,0.005273,0.018262,115
1544,-0.009024,0.004836,0.015252,116
1545,-0.010526,0.001378,0.017,93
1546,-0.010654,0.002819,0.014992,103
1547,-0.011899,0.001658,0.015161,94
1548,0.00428,0.009085,0.010831,54
1549,0.013107,0.008632,0.010281,52
1550,-0.00222,0.013182,0.022548,83
1551,-0.00257,0.012017,0.023703,75
1552,0.013711,0.007407,0.01329,63
1553,0.016479,0.007887,0.01527,63
1554,0.01554,0.009862,0.012816,60
1555,0.019746,0.020726,0.011899,130
1556,0.004853,0.008527,0.013579,76
1557,0.018566,0.018997,0.012124,108
1558,-0.004265,0.003545,0.020839,121
1559,0.019379,0.023565,0.010466,129
1560,0.016452,0.023725,0.01092,122
1561,0.018214,0.022813,0.013254,107
1562,-0.004311,0.014443,0.015676,104
1563,0.011169,0.005789,0.014075,63
1564,0.01183,0.008684,0.006999,39
1565,0.010226,0.01037,0.005867,39
1566,-0.012847,0.00284,0.012984,99
1567,0.011339,0.028732,0.013267,135
1568,0.010314,0.028048,0.014048,133
1569,0.012109,0.028235,0.014034,133
1570,-0.000567,0.005908,0.022215,107
1571,-0.008653,0.003381,0.019739,110
1572,-0.008743,0.005456,0.020238,118
1573,-0.006093,0.009781,0.022378,97
1574,-0.005311,0.010602,0.021856,97
1575,-0.005009,-0.000356,0.021289,89
1576,-0.006659,0.000552,0.021331,96
1577,-0.005695,-0.001077,0.022474,79
1578,0.0083,0.008248,0.011207,64
1579,-0.008353,0.006824,0.02112,108
1580,-0.009062,0.006706,0.019593,123
1581,-0.008563,0.010675,0.021795,95
1582,-0.006119,0.009722,0.021116,103
1583,0.012011,0.026647,0.014268,121
1584,-0.002061,0.011257,0.025292,61
1585,-0.002965,0.009833,0.025217,68
1586,0.008749,0.015435,0.008424,55
1587,0.007299,0.018122,0.010334,52
1588,-0.013556,0.001163,0.014631,91
1589,-0.015832,0.00029,0.015702,81
1590,-0.01246,0.000193,0.015912,86
1591,0.000248,0.018481,0.013424,65
1592,-0.002225,-0.001579,0.021685,88
1593,-0.003951,-0.001322,0.022829,80
1594,-0.002962,-0.003194,0.022632,75
1595,0.007769,0.005005,0.014745,72
1596,0.008045,0.00271,0.016443,78
1597,0.010517,0.004317,0.016528,63
1598,0.006142,0.003298,0.016248,77
1599,0.004641,0.00305,0.017915,82
1600,0.006243,0.002187,0.017708,79
1601,-0.00457,0.010785,0.020731,104
1602,0.000561,0.001875,0.019739,93
1603,-0.009765,0.008691,0.020354,105
1604,0.006376,0.00823,0.011519,57
1605,-0.004002,0.010618,0.018628,115
1606,-0.003043,0.010536,0.017547,116
1607,-0.003713,0.009479,0.016931,120
1608,0.004252,0.01343,0.008898,47
1609,0.013176,0.002999,0.017362,61
1610,0.014239,0.005583,0.016069,62
1611,0.01125,0.019089,0.010895,72
1612,0.009514,0.021385,0.012055,84
1613,0.01168,0.016807,0.008402,58
1614,-0.007133,0.005162,0.021462,110
1615,-0.007347,0.007536,0.02306,97
1616,-0.009214,0.004467,0.021865,103
1617,-0.008256,0.002618,0.022444,89
1618,-0.004646,0.01053,0.015492,124
1619,0.004184,0.008102,0.015087,82
1620,0.00593,0.007589,0.015825,77
1621,-0.009545,0.011229,0.016512,120
1622,-0.005079,-0.003778,0.022658,67
1623,-0.005051,0.006105,0.023959,96
1624,-0.004843,0.008736,0.025797,68
1625,0.003977,0.000774,0.019745,83
1626,0.00457,0.001524,0.018426,83
1627,-0.005687,0.011584,0.013962,115
1628,-0.006004,0.01291,0.014395,116
1629,-0.005493,0.018653,0.017149,86
1630,-0.003746,0.019745,0.015706,72
1631,-0.005616,0.020836,0.015694,64
1632,0.009618,0.026237,0.013793,119
1633,-0.00824,0.000388,0.020452,91
1634,-0.002211,0.004619,0.022119,113
1635,0.015605,0.025362,0.010184,133
1636,0.015394,0.025449,0.011655,123
1637,0.009707,0.0136,0.005398,36
1638,0.007342,0.007741,0.013304,67
1639,0.016325,0.023376,0.012506,115
1640,0.006559,0.021045,0.013567,69
1641,-0.007988,-0.001839,0.023312,64
1642,0.013875,0.013442,0.007224,49
1643,0.014749,0.01466,0.010528,65
1644,0.012236,0.01138,0.006616,42
1645,0.014334,0.01009,0.007346,41
1646,0.016017,0.011393,0.009622,48
1647,0.013378,0.029175,0.013528,123
1648,0.012705,0.016669,0.011224,69
1649,0.018516,0.01052,0.014855,92
1650,0.019144,0.012685,0.014332,104
1651,0.019658,0.014119,0.015905,104
1652,0.021236,0.013737,0.018241,104
1653,0.018537,0.008858,0.017425,77
1654,0.020418,0.011129,0.017737,92
1655,0.016413,0.016056,0.013212,83
1656,0.01457,0.01622,0.012385,72
1657,0.022886,0.012262,0.019585,92
1658,0.020345,0.01224,0.015966,103
1659,0.022808,0.015927,0.019565,103
1660,0.017115,0.006785,0.017271,64
1661,0.016015,0.021704,0.013044,105
1662,-0.00954,-0.002942,0.021004,69
1663,0.01733,0.0253,0.010289,134
1664,-0.001863,0.009612,0.025155,69
1665,0.004912,0.005439,0.017289,80
1666,-0.008627,0.005795,0.021484,104
1667,0.023401,0.013927,0.019268,101
1668,0.023686,0.018021,0.018564,110
1669,0.023056,0.00953,0.020552,74
1670,0.009935,0.001912,0.017416,67
1671,-0.010595,0.006001,0.014039,123
1672,-0.010177,0.006771,0.016158,129
1673,-0.012842,0.007698,0.014501,122
1674,0.01629,0.025814,0.008524,128
1675,-0.010462,0.010888,0.018039,116
1676,0.021853,0.023682,0.013155,121
1677,0.020231,0.022306,0.013288,132
1678,0.013751,0.027613,0.014656,116
1679,-0.010881,0.004202,0.013606,106
1680,-0.01247,0.005824,0.01206,113
1681,-0.002881,0.012423,0.015872,106
1682,-0.003221,5.6e-05,0.021408,93
1683,-0.004071,0.012555,0.014163,104
1684,-0.011252,0.00883,0.01762,124
1685,-0.008829,0.007791,0.018138,120
1686,-0.012876,0.009614,0.015752,127
1687,-0.011772,0.010887,0.016819,119
1688,-0.003448,0.011174,0.016916,117
1689,-0.004543,0.000948,0.01953,110
1690,-0.014832,0.00197,0.014292,91
1691,-0.009332,0.001746,0.01874,100
1692,-0.009168,0.017404,0.01525,94
1693,-0.010355,0.017969,0.012846,94
1694,-0.011736,0.015688,0.011955,116
1695,-0.007755,0.009816,0.01949,115
1696,0.001904,0.000578,0.020457,81
1697,0.00088,0.012125,0.021868,73
1698,-0.000398,0.012071,0.023582,67
1699,-0.006278,0.002667,0.020836,109
1700,0.008287,0.023592,0.01446,90
1701,-0.009582,0.000436,0.018717,90
1702,0.009992,0.029763,0.014993,132
1703,-0.006566,0.008921,0.023399,92
1704,-0.006344,0.008342,0.024406,82
1705,-0.011595,0.003435,0.014092,104
1706,-0.016078,0.013085,0.007825,120
1707,-0.005591,0.009831,0.019731,114
1708,-0.007036,0.019238,0.015459,79
1709,-0.001285,0.019949,0.014098,60
1710,0.015674,0.02791,0.012896,119
1711,0.008085,0.00151,0.018402,77
1712,-0.00776,0.009415,0.023362,87
1713,-0.009185,0.008455,0.022507,87
1714,-0.013377,0.01462,0.013025,118
1715,-0.00973,-0.000959,0.019349,85
1716,-0.002521,0.021123,0.016287,63
1717,-0.002779,0.001029,0.020643,110
1718,-0.013635,0.010298,0.013674,118
1719,-0.014014,0.008838,0.012741,121
1720,0.006157,0.000771,0.019012,83
1721,-0.014064,0.013245,0.013559,109
1722,-0.013754,0.012007,0.013813,116
1723,-0.002721,0.019496,0.014734,69
1724,-0.013582,0.01409,0.015761,104
1725,-0.011078,0.014905,0.014519,115
1726,-0.012984,0.011754,0.015229,117
1727,-0.013551,0.012127,0.014541,115
1728,-0.013925,0.012668,0.014706,111
1729,0.017868,0.020635,0.012713,108
1730,-0.014368,0.007903,0.011242,114
1731,0.008999,0.027445,0.014639,127
1732,0.007789,0.026484,0.016081,116
1733,-0.008397,0.019768,0.013619,75
1734,0.016514,0.027711,0.00915,135
1735,0.017267,0.027181,0.007187,136
1736,0.015788,0.026877,0.010838,137
1737,0.014951,0.028054,0.010552,134
1738,-0.002057,0.018021,0.01349,69
1739,0.009187,0.028208,0.015263,128
1740,0.015463,0.026498,0.009496,135
1741,0.02501,0.011577,0.021178,79
1742,0.021336,0.006932,0.019825,69
1743,0.023692,0.006835,0.018032,87
1744,0.023845,0.008229,0.019379,82
1745,0.026247,-0.012654,0.014798,78
1746,0.026298,-0.013927,0.01281,82
1747,0.026831,-0.011276,0.013135,89
1748,0.024999,-0.010587,0.011236,109
1749,0.025852,-0.01175,0.011613,94
1750,0.02571,-0.012247,0.01001,91
1751,0.025937,-0.015065,0.014269,71
1752,0.024902,-0.01645,0.014944,67
1753,0.025015,-0.016689,0.012337,70
1754,0.022461,-0.009339,0.017539,84
1755,0.021577,-0.011267,0.019396,74
1756,0.022099,-0.011278,0.018003,82
1757,0.026532,-0.012783,0.011402,88
1758,0.0253,-0.014535,0.010452,80
1759,0.026733,-0.011372,0.014832,83
1760,0.025947,-0.010599,0.015351,89
1761,0.024734,-0.002665,0.016692,82
1762,0.026061,-0.002297,0.01511,101
1763,0.023704,-0.002176,0.015356,89
1764,0.025319,-0.009543,0.013311,108
1765,0.026433,-0.008438,0.010209,123
1766,0.024733,-0.014235,0.015022,75
1767,0.023005,-0.014574,0.016343,75
1768,-0.005288,-0.011986,0.013191,51
1769,-0.003619,-0.014756,0.014205,54
1770,-0.002964,-0.012091,0.015144,57
1771,0.022429,-0.018186,0.018322,46
1772,0.023597,-0.019288,0.014855,51
1773,0.024501,-0.016944,0.016811,54
1774,0.026089,-0.014015,0.007707,84
1775,0.026236,-0.01033,0.009357,105
1776,0.02338,-0.016191,0.018063,57
1777,0.020482,-0.009382,0.019124,77
1778,0.020051,-0.01095,0.0209,64
1779,0.024348,-0.012362,0.015905,84
1780,0.004734,-0.009105,0.019558,65
1781,0.00331,-0.010742,0.01874,62
1782,0.006658,-0.011037,0.020228,55
1783,0.027868,-0.00642,0.009533,124
1784,0.027304,-0.006895,0.012535,120
1785,-0.00028,-0.012427,0.016512,61
1786,0.008187,-0.004397,0.015572,77
1787,0.006276,-0.006815,0.016032,78
1788,0.007879,-0.006317,0.013155,58
1789,0.025763,-0.016656,0.010132,74
1790,0.025675,-0.015654,0.009034,78
1791,0.024572,-0.018022,0.013759,60
1792,0.021659,-0.012923,0.0184,73
1793,0.022812,-0.011639,0.016702,87
1794,-0.00421,-0.010758,0.015528,55
1795,-0.002408,-0.010419,0.017399,62
1796,0.002277,-0.004525,0.018036,83
1797,0.003035,-0.002215,0.016544,80
1798,0.000379,-0.002625,0.017349,83
1799,0.025598,-0.017102,0.007893,74
1800,0.015766,-0.002307,0.014623,69
1801,0.015939,-0.000185,0.015715,68
1802,0.01222,-0.000572,0.015058,69
1803,0.005155,-0.007188,0.018894,76
1804,0.002788,-0.008317,0.020565,67
1805,-0.009198,-0.004634,0.014979,84
1806,-0.010431,-0.002718,0.017803,76
1807,-0.012299,-0.003795,0.01494,75
1808,0.024383,-0.019087,0.012465,60
1809,0.026043,-0.006744,0.007456,124
1810,0.026101,-0.015646,0.006138,88
1811,0.004629,-0.000991,0.018654,84
1812,0.003977,0.000774,0.019745,83
1813,0.003113,-0.000435,0.020091,83
1814,0.025023,-0.019008,0.010135,63
1815,0.024142,-0.010523,0.015283,94
1816,0.014674,-0.006855,0.015131,74
1817,0.015126,-0.004671,0.014902,75
1818,0.012572,-0.005259,0.014476,69
1819,-0.000645,-0.002115,0.019902,87
1820,0.00171,-0.001062,0.019334,83
1821,-0.000633,0.000474,0.020984,92
1822,0.018134,-0.009875,0.020836,61
1823,0.015139,-0.010631,0.019592,68
1824,0.016677,-0.011903,0.020326,60
1825,-0.007321,-0.005151,0.017459,74
1826,-0.007101,-0.005905,0.014784,78
1827,-0.005612,-0.008386,0.015029,61
1828,0.003974,-0.003882,0.017453,81
1829,-6.2e-05,-0.004212,0.019304,82
1830,-0.005992,-0.013609,0.012586,58
1831,0.005939,-0.023673,0.013659,25
1832,0.007913,-0.022869,0.014875,25
1833,0.003801,-0.022342,0.014142,30
1834,0.021994,-0.021294,0.011476,49
1835,0.001904,0.000578,0.020457,81
1836,-0.009965,-0.008193,0.009827,59
1837,-0.012261,-0.005885,0.011747,75
1838,-0.014012,-0.00888,0.009649,83
1839,0.020352,-0.007889,0.016923,89
1840,0.018073,-0.0063,0.01464,86
1841,0.017404,-0.008158,0.016881,78
1842,-0.00644,-0.015153,0.011569,55
1843,-0.005499,-0.007243,0.018226,71
1844,-0.006917,-0.009721,0.010587,45
1845,-0.008094,-0.007138,0.012236,53
1846,0.01034,-0.01215,0.019546,60
1847,0.012416,-0.012563,0.017927,67
1848,0.010736,-0.011881,0.016873,61
1849,0.010274,-0.01612,0.019293,44
1850,0.008355,-0.013684,0.019508,51
1851,0.0066,-0.015129,0.018083,52
1852,-0.007314,-0.012738,0.010915,54
1853,-0.013337,-0.001707,0.016476,85
1854,0.010888,-0.023673,0.014074,17
1855,0.008574,-0.023673,0.013697,23
1856,0.002853,-0.005601,0.020087,78
1857,0.004171,-0.005118,0.018316,83
1858,0.005792,-0.003778,0.017394,79
1859,0.00911,-0.001294,0.018592,68
1860,-0.000436,-0.009849,0.020337,55
1861,-0.003513,-0.007384,0.019938,66
1862,0.013176,0.002999,0.017362,61
1863,0.017442,0.001663,0.017463,65
1864,0.017357,0.00481,0.018805,57
1865,0.010456,-0.005164,0.013613,67
1866,0.009973,-0.006873,0.011884,47
1867,-0.001812,-0.003619,0.020781,82
1868,-0.002225,-0.001579,0.021685,88
1869,0.000602,-0.006884,0.021553,68
1870,0.013766,0.001126,0.016495,65
1871,0.005307,-0.005813,0.017635,80
1872,0.017334,-0.017842,0.020095,47
1873,0.014488,-0.018335,0.020412,38
1874,0.017695,-0.019829,0.019496,41
1875,0.011254,0.000944,0.01664,64
1876,0.009935,0.001912,0.017416,67
1877,0.008085,0.00151,0.018402,77
1878,0.013118,-0.003099,0.013655,67
1879,0.018484,-0.00119,0.014528,75
1880,0.018463,-0.003106,0.014633,77
1881,0.024329,0.013334,0.018311,109
1882,0.022886,0.012262,0.019585,92
1883,0.025489,0.012848,0.019302,100
1884,-0.000841,-0.017932,0.01371,49
1885,-0.004315,-0.017544,0.011706,55
1886,0.012787,-0.012942,0.019383,63
1887,0.014778,-0.013167,0.018799,62
1888,-0.015664,-0.005912,0.009749,82
1889,0.022781,-0.002956,0.016368,86
1890,0.023205,-0.006322,0.01797,84
1891,0.020993,-0.004565,0.0164,85
1892,-0.003979,-0.008813,0.016944,66
1893,-0.002962,-0.003194,0.022632,75
1894,0.015725,-0.023352,0.011074,25
1895,-0.000986,-0.00531,0.020585,77
1896,0.019557,-0.017688,0.019076,52
1897,0.017551,-0.015789,0.020845,50
1898,0.023363,-0.020119,0.006727,71
1899,0.019157,-0.021996,0.00678,52
1900,0.017861,-0.023673,0.005419,41
1901,0.018916,-0.023295,0.004145,52
1902,0.010847,-0.003366,0.015078,75
1903,0.017382,-0.003686,0.016427,76
1904,0.008545,-0.00787,0.012151,47
1905,0.007638,-0.008909,0.013478,56
1906,0.030142,-0.00156,0.008232,122
1907,0.029932,-0.004294,0.009876,121
1908,0.030185,-0.003572,0.007681,118
1909,0.000837,-0.004942,0.020795,79
1910,-0.006751,-0.004993,0.021045,65
1911,-0.016353,-0.003592,0.013654,77
1912,-0.001563,-0.006844,0.020739,71
1913,0.001636,-0.004158,0.019887,80
1914,-0.002906,-0.004932,0.021053,76
1915,0.025966,-0.001592,0.012864,115
1916,0.025079,-0.000728,0.011378,118
1917,0.023891,-0.00185,0.01146,123
1918,0.019589,-0.003285,0.015752,77
1919,0.013753,-0.011299,0.01771,72
1920,0.012441,-0.012399,0.015596,66
1921,0.015783,-0.009153,0.014445,75
1922,0.013276,-0.011257,0.012517,51
1923,0.014657,-0.011514,0.015288,73
1924,0.012537,-0.007633,0.012839,53
1925,0.010406,-0.009292,0.011899,48
1926,0.015358,-0.009877,0.017459,73
1927,-0.005079,-0.003778,0.022658,67
1928,0.018381,-0.011983,0.0204,62
1929,0.021232,-0.002886,0.014549,89
1930,0.02493,-0.017126,0.005025,101
1931,0.023746,-0.004232,0.017201,80
1932,0.013187,-0.02191,0.01742,29
1933,0.008139,-0.019006,0.017798,41
1934,0.026764,0.000643,0.00983,121
1935,0.026907,0.002326,0.010139,120
1936,0.025456,0.000777,0.010689,116
1937,0.00663,-0.00907,0.019308,65
1938,0.019128,-0.004312,0.015629,86
1939,0.01344,-0.014399,0.021096,48
1940,0.016811,-0.013535,0.020075,56
1941,0.027587,0.000564,0.011125,113
1942,0.006157,0.000771,0.019012,83
1943,0.021369,-0.01546,0.018921,62
1944,0.021205,-0.000902,0.014895,90
1945,0.023182,-0.002289,0.013509,110
1946,-0.007988,-0.001839,0.023312,64
1947,0.00113,-0.015557,0.015183,55
1948,0.005387,-0.012711,0.018749,53
1949,0.004378,-0.016398,0.016629,49
1950,0.004051,-0.013102,0.015818,57
1951,0.010449,-0.014194,0.020465,48
1952,0.022652,-0.001349,0.012043,111
1953,0.022283,-0.000165,0.013256,98
1954,0.018617,-0.008357,0.01896,72
1955,-0.015832,0.00029,0.015702,81
1956,0.018773,0.000379,0.015411,71
1957,0.021434,0.001329,0.014937,94
1958,0.021996,0.004057,0.017536,95
1959,0.025498,0.009552,0.020016,82
1960,0.023056,0.00953,0.020552,74
1961,0.015447,-0.023673,0.010633,25
1962,-0.00954,-0.002942,0.021004,69
1963,0.007747,-0.011195,0.017531,60
1964,0.007527,-0.009684,0.015756,61
1965,0.00654,-0.008805,0.017598,68
1966,0.009593,-0.011231,0.01455,57
1967,0.028844,-0.005096,0.007224,122
1968,0.029273,-0.002816,0.011318,119
1969,0.028503,-0.004271,0.01236,118
1970,0.003444,-0.018903,0.01507,40
1971,0.016807,-0.008953,0.019052,71
1972,0.02501,0.011577,0.021178,79
1973,0.023339,0.000574,0.010985,111
1974,0.028007,-0.000561,0.009101,129
1975,0.011225,-0.019266,0.019518,39
1976,0.02923,-0.000891,0.011361,112
1977,0.028225,-0.002315,0.013411,111
1978,0.022978,-0.009934,0.015992,97
1979,0.025248,0.00257,0.013431,107
1980,0.027326,0.004495,0.011057,117
1981,0.027459,0.005924,0.012609,114
1982,0.026705,0.011235,0.016228,110
1983,0.027539,0.009858,0.015012,115
1984,0.026759,0.011375,0.014496,119
1985,0.019896,-0.013139,0.019966,65
1986,0.026241,3.6e-05,0.012222,111
1987,0.027752,-0.000471,0.012881,107
1988,0.029096,-0.00194,0.009953,122
1989,0.028204,-0.004168,0.005805,127
1990,0.029336,-0.00285,0.00596,128
1991,0.019459,-0.023673,0.001955,69
1992,0.027184,-0.005107,0.005563,132
1993,0.028754,-0.001056,0.006402,134
1994,0.02796,-0.001704,0.005398,144
1995,0.026673,-0.00042,0.006731,135
1996,0.028977,0.003876,0.009267,120
1997,0.029043,0.008336,0.013648,111
1998,0.027598,0.008354,0.015237,113
1999,0.023002,0.001079,0.01327,104
2000,0.026242,0.006331,0.015943,114
2001,0.025421,0.008309,0.01797,95
2002,0.026643,0.009176,0.016321,104
2003,0.026426,0.010152,0.01797,93
2004,0.02786,0.010738,0.013419,126
2005,0.02695,0.012166,0.01801,102
2006,0.025965,0.01357,0.016877,118
2007,0.026618,0.011314,0.019711,87
2008,0.028539,-0.000467,0.007536,127
2009,0.025987,0.012458,0.015042,122
2010,0.026672,9e-06,0.008629,126
2011,0.027403,-0.004999,0.014651,103
2012,0.025176,-0.008525,0.015578,96
2013,0.025852,-0.006681,0.014396,112
2014,0.024747,-0.00623,0.015761,97
2015,0.024055,-0.007801,0.016902,91
2016,0.024368,-0.005294,0.016725,95
2017,0.000963,-0.020077,0.013351,40
2018,0.019952,-0.019153,0.018215,45
2019,0.019849,-0.021124,0.015908,37
2020,0.025502,-0.004398,0.01646,87
2021,-0.004315,-0.017544,0.011706,55
2022,-0.007882,-0.017365,0.011971,59
2023,-0.006225,-0.019419,0.013422,55
2024,-0.000841,-0.017932,0.01371,49
2025,-0.002238,-0.020029,0.013931,46
2026,0.000963,-0.020077,0.013351,40
2027,0.003801,-0.022342,0.014142,30
2028,0.000913,-0.022083,0.013714,34
2029,-0.001005,-0.023673,0.015366,33
2030,-0.000808,-0.023202,0.015279,33
2031,-0.004239,-0.023673,0.015599,31
2032,-0.000426,-0.023673,0.015339,31
2033,0.000363,-0.023673,0.014848,32
2034,-0.006935,-0.023673,0.013619,43
2035,-0.006771,-0.022363,0.013374,47
2036,-0.00425,-0.021389,0.014979,41
2037,-0.007814,-0.023673,0.009523,38
2038,-0.009716,-0.021073,0.007595,42
2039,-0.009817,-0.023673,0.006466,37
2040,-0.007927,-0.020281,0.010861,54
2041,0.005939,-0.023673,0.013659,25
2042,-0.022136,-0.017816,0.011241,54
2043,-0.021319,-0.020593,0.008859,51
2044,-0.018557,-0.022235,0.010842,47
2045,-0.014932,-0.020662,0.01161,59
