,X,Y,Z,n_points_0.01,corr_dim_0.01
15166,0.023918,0.006716,-0.001698,120,1.9309522344030677e-07
15167,0.023314,0.006057,0.009488,143,2.3010514126636557e-07
15168,0.027298,0.012556,0.020303,86,1.3838491013221985e-07
15169,0.025229,0.013054,0.021544,73,1.1746626092618662e-07
15170,0.03117,0.015042,0.019735,66,1.0620237289216873e-07
15171,0.029276,0.014931,0.020462,68,1.0942062661617383e-07
15172,0.022221,0.005705,-0.002354,132,2.1240474578433745e-07
15173,0.023074,0.006171,-0.001981,126,2.027499846123221e-07
15174,0.022638,0.005825,-0.000822,126,2.027499846123221e-07
15175,0.032306,0.014696,0.012974,62,9.976586544415849e-08
15176,0.030971,0.015432,0.011164,65,1.0459324603016616e-07
15177,0.029493,0.015732,0.01104,67,1.0781149975417128e-07
15178,0.039613,0.028742,-0.000716,53,8.528372368613549e-08
15179,0.029001,0.022169,0.023303,67,1.0781149975417128e-07
15180,0.023725,0.006679,4.6e-05,124,1.9953173088831698e-07
15181,0.032292,0.01229,0.015551,71,1.142480072021815e-07
15182,0.024962,0.008046,-0.000799,112,1.8022220854428632e-07
15183,0.025714,0.009742,0.000303,103,1.657400667862633e-07
15184,0.022507,0.006205,0.001058,130,2.0918649206033232e-07
15185,0.019195,0.005487,0.001987,140,2.252777606803579e-07
15186,0.019812,0.005464,0.000758,138,2.2205950695635277e-07
15187,0.02064,0.006053,0.001718,133,2.1401387264634e-07
15188,0.021109,0.005584,0.000168,131,2.1079561892233489e-07
15189,0.025656,0.005083,0.014308,125,2.0114085775031954e-07
15190,0.025661,0.005583,0.013319,124,1.9953173088831698e-07
15191,0.026612,0.00529,0.015034,114,1.8344046226829143e-07
15192,0.02647,0.011107,0.006716,87,1.399940369942224e-07
15193,0.029255,0.009067,0.012563,91,1.4643054444223263e-07
15194,0.027504,0.007201,0.01231,105,1.6895832051026842e-07
15195,0.020667,0.003233,0.016325,150,2.413690293003835e-07
15196,0.01898,0.003272,0.015833,151,2.42978156162386e-07
15197,0.026979,0.005896,0.013435,111,1.7861308168228376e-07
15198,0.026976,0.008678,0.010926,106,1.7056744737227098e-07
15199,0.030244,0.009548,0.012743,86,1.3838491013221985e-07
15200,0.030598,0.0102,0.01131,88,1.4160316385622496e-07
15201,0.03099,0.009933,0.013669,83,1.3355752954621218e-07
15202,0.025081,0.007354,0.009454,131,2.1079561892233489e-07
15203,0.024855,0.008125,0.00876,129,2.0757736519832978e-07
15204,0.02569,0.007959,0.009219,125,2.0114085775031954e-07
15205,0.023663,0.005125,0.015915,140,2.252777606803579e-07
15206,0.031081,0.01295,0.01074,73,1.1746626092618662e-07
15207,0.027954,0.005646,0.013344,99,1.5930355933825308e-07
15208,0.029214,0.005076,0.014604,85,1.367757832702173e-07
15209,0.023707,0.008214,0.005497,121,1.947043503023093e-07
15210,0.029932,0.02523,0.023911,69,1.1102975347817638e-07
15211,0.025792,0.008779,0.006302,110,1.770039548202812e-07
15212,0.02498,0.00538,0.014768,131,2.1079561892233489e-07
15213,0.024111,0.005541,0.014097,139,2.2366863381835533e-07
15214,0.025988,0.008303,0.007947,114,1.8344046226829143e-07
15215,0.029845,0.006336,0.015706,84,1.3516665640821472e-07
15216,0.031721,0.011937,0.012671,78,1.255118952361994e-07
15217,0.022695,0.005575,0.010385,150,2.413690293003835e-07
15218,0.022106,0.004432,0.017228,142,2.28496014404363e-07
15219,0.026881,0.008456,0.009336,103,1.657400667862633e-07
15220,0.025128,0.005611,0.015876,128,2.0596823833632721e-07
15221,0.019366,0.004223,0.01208,161,2.5906942478241156e-07
15222,0.034638,0.028654,0.020446,68,1.0942062661617383e-07
15223,0.027629,0.01957,0.02316,62,9.976586544415849e-08
15224,0.033999,0.026938,0.022265,68,1.0942062661617383e-07
15225,0.027371,0.020988,0.024966,69,1.1102975347817638e-07
15226,0.028487,0.025477,0.025741,73,1.1746626092618662e-07
15227,0.026448,0.007101,0.016418,115,1.85049589130294e-07
15228,0.027436,0.007953,0.017482,102,1.6413093992426075e-07
15229,0.025646,0.006257,0.016204,123,1.9792260402631444e-07
15230,0.024962,0.006581,0.01714,127,2.0435911147432465e-07
15231,0.027156,0.009491,0.018981,100,1.6091268620025564e-07
15232,0.026324,0.007301,0.018176,108,1.7378570109627609e-07
15233,0.021337,0.005457,-0.001261,134,2.1562299950834256e-07
15234,0.020701,0.005857,-0.00248,143,2.3010514126636557e-07
15235,0.022877,0.005589,-0.00683,122,1.9631347716431187e-07
15236,0.021775,0.005725,-0.004133,137,2.2045038009435023e-07
15237,0.021789,0.006054,-0.0061,133,2.1401387264634e-07
15238,0.018594,0.003905,0.014785,161,2.5906942478241156e-07
15239,0.022731,0.005023,-0.008782,124,1.9953173088831698e-07
15240,0.018093,0.00578,0.000487,142,2.28496014404363e-07
15241,0.017594,0.005627,0.002025,149,2.397599024383809e-07
15242,0.019805,0.005821,-0.000768,136,2.1884125323234766e-07
15243,0.036497,0.028404,-0.009819,64,1.0298411916816361e-07
15244,0.018558,0.004181,0.011322,165,2.655059322304218e-07
15245,0.017432,0.003613,0.015805,160,2.57460297920409e-07
15246,0.017479,0.003933,0.013818,171,2.751606934024371e-07
15247,0.017833,0.003876,0.012197,162,2.606785516444141e-07
15248,0.018441,0.005614,0.003303,144,2.317142681283681e-07
15249,-0.001058,0.049631,0.059567,96,1.544761787522454e-07
15250,0.000137,0.050504,0.060246,99,1.5930355933825308e-07
15251,-0.001357,0.051134,0.060903,98,1.576944324762505e-07
15252,0.003966,0.04637,0.054848,94,1.512579250282403e-07
15253,0.002389,0.043718,0.053799,88,1.4160316385622496e-07
15254,0.003953,0.045054,0.05258,89,1.4321229071822752e-07
15255,0.015526,0.003981,0.02882,101,1.6252181306225818e-07
15256,0.015761,0.006406,0.029639,91,1.4643054444223263e-07
15257,0.013266,0.004074,0.02973,103,1.657400667862633e-07
15258,0.016572,0.011666,0.030377,67,1.0781149975417128e-07
15259,0.01711,0.009195,0.02839,80,1.287301489602045e-07
15260,0.018679,0.013066,0.028525,64,1.0298411916816361e-07
15261,0.008242,0.037318,0.046373,66,1.0620237289216873e-07
15262,0.006049,0.037129,0.048051,71,1.142480072021815e-07
15263,0.007119,0.035175,0.046495,66,1.0620237289216873e-07
15264,0.010607,0.007248,0.033135,97,1.5608530561424797e-07
15265,0.008498,0.006799,0.032424,114,1.8344046226829143e-07
15266,0.009847,0.006599,0.030869,113,1.8183133540628886e-07
15267,0.008101,0.038942,0.047302,66,1.0620237289216873e-07
15268,0.004073,0.021378,0.043299,87,1.399940369942224e-07
15269,0.00419,0.02352,0.046171,77,1.2390276837419684e-07
15270,0.001524,0.021662,0.044625,84,1.3516665640821472e-07
15271,0.006231,0.026046,0.046304,62,9.976586544415849e-08
15272,0.007209,0.027736,0.044782,63,1.0137499230616105e-07
15273,0.006346,0.030011,0.046831,60,9.654761172015338e-08
15274,-0.003856,0.042262,0.058864,73,1.1746626092618662e-07
15275,-0.003255,0.039289,0.057342,63,1.0137499230616105e-07
15276,-0.002605,0.041774,0.056543,71,1.142480072021815e-07
15277,-0.004128,0.047401,0.06032,84,1.3516665640821472e-07
15278,-0.00501,0.046611,0.062002,84,1.3516665640821472e-07
15279,-0.004223,0.044837,0.060375,78,1.255118952361994e-07
15280,-0.003064,0.049419,0.060596,90,1.4482141758023006e-07
15281,0.003651,0.019127,0.041234,87,1.399940369942224e-07
15282,0.005852,0.020904,0.04194,80,1.287301489602045e-07
15283,-0.004376,0.048617,0.061494,82,1.3194840268420962e-07
15284,-0.002731,0.04815,0.059373,86,1.3838491013221985e-07
15285,0.006248,0.023809,0.044663,73,1.1746626092618662e-07
15286,0.006705,0.025716,0.044852,65,1.0459324603016616e-07
15287,-0.003042,0.045934,0.058688,80,1.287301489602045e-07
15288,-0.001552,0.048267,0.058172,88,1.4160316385622496e-07
15289,0.005135,0.019721,0.041085,84,1.3516665640821472e-07
15290,0.007157,0.032676,0.045626,57,9.172023113414571e-08
15291,0.006214,0.033612,0.047177,59,9.493848485815082e-08
15292,-0.001979,0.03941,0.055593,65,1.0459324603016616e-07
15293,-0.001754,0.041556,0.054733,67,1.0781149975417128e-07
15294,-0.003129,0.044021,0.056795,71,1.142480072021815e-07
15295,-0.001474,0.046359,0.056425,80,1.287301489602045e-07
15296,0.008647,0.023589,0.042137,69,1.1102975347817638e-07
15297,0.010632,0.025683,0.042026,57,9.172023113414571e-08
15298,0.008983,0.027684,0.042803,58,9.332935799614827e-08
15299,0.005251,0.018237,0.041004,81,1.3033927582220705e-07
15300,0.003726,0.016813,0.040718,89,1.4321229071822752e-07
15301,0.005386,0.047329,0.052778,94,1.512579250282403e-07
15302,0.006729,0.048217,0.054536,93,1.4964879816623773e-07
15303,-0.000623,0.049419,0.056467,89,1.4321229071822752e-07
15304,-0.000416,0.049916,0.058155,97,1.5608530561424797e-07
15305,0.000331,0.047822,0.055364,83,1.3355752954621218e-07
