"Path","File","Date Acquired","Sample","Misc"
"D:\Data\2023\09-2023\","290923u.D","30 Sep 2023   1:05    ","CA49"," "
"TIC: 290923u.D\data.ms"
9.087,17232.000
9.091,16231.000
9.096,14546.000
9.101,15319.000
9.105,13711.000
9.110,15727.000
9.115,13800.000
9.119,13960.000
9.124,15099.000
9.129,12351.000
9.133,12133.000
9.138,13946.000
9.143,12204.000
9.147,15002.000
9.152,12441.000
9.157,13421.000
9.161,12023.000
9.166,11675.000
9.171,12456.000
9.175,10555.000
9.180,13185.000
9.185,9979.000
9.189,10660.000
9.194,12181.000
9.199,11225.000
9.203,10849.000
9.208,9909.000
9.213,10014.000
9.217,10008.000
9.222,10983.000
9.226,10425.000
9.231,9790.000
9.236,9851.000
9.240,10723.000
9.245,10470.000
9.250,11987.000
9.254,9741.000
9.259,11025.000
9.264,10989.000
9.268,9465.000
9.273,10385.000
9.278,8467.000
9.282,8816.000
9.287,9388.000
9.292,9332.000
9.296,9052.000
9.301,8874.000
9.306,10153.000
9.310,10154.000
9.315,7977.000
9.320,10189.000
9.324,9148.000
9.329,9747.000
9.334,9338.000
9.338,9196.000
9.343,8854.000
9.348,9272.000
9.352,9646.000
9.357,10189.000
9.361,10486.000
9.366,9757.000
9.371,9924.000
9.375,8106.000
9.380,11298.000
9.385,10413.000
9.389,11283.000
9.394,13262.000
9.399,18218.000
9.403,19767.000
9.408,20858.000
9.413,22467.000
9.417,23321.000
9.422,20832.000
9.427,17852.000
9.431,15013.000
9.436,12853.000
9.441,11555.000
9.445,10575.000
9.450,8655.000
9.455,9874.000
9.459,9102.000
9.464,8921.000
9.469,8862.000
9.473,9200.000
9.478,7580.000
9.482,7637.000
9.487,8637.000
9.492,8335.000
9.496,6943.000
9.501,8147.000
9.506,8578.000
9.510,9197.000
9.515,8241.000
9.520,7343.000
9.524,7584.000
9.529,7807.000
9.534,7822.000
9.538,8995.000
9.543,8358.000
9.548,8196.000
9.552,7913.000
9.557,7607.000
9.562,8250.000
9.566,8130.000
9.571,8035.000
9.576,7418.000
9.580,8432.000
9.585,7074.000
9.590,7808.000
9.594,8328.000
9.599,7306.000
9.604,7089.000
9.608,9243.000
9.613,7335.000
9.617,8301.000
9.622,9060.000
9.627,6817.000
9.631,6591.000
9.636,6708.000
9.641,7533.000
9.645,7998.000
9.650,7016.000
9.655,7233.000
9.659,6912.000
9.664,8193.000
9.669,7891.000
9.673,6699.000
9.678,6600.000
9.683,6856.000
9.687,6971.000
9.692,6793.000
9.697,8605.000
9.701,6486.000
9.706,7366.000
9.711,7578.000
9.715,8000.000
9.720,7472.000
9.725,6658.000
9.729,7118.000
9.734,7680.000
9.739,8167.000
9.743,8474.000
9.748,6542.000
9.753,6931.000
9.757,7044.000
9.762,6639.000
9.766,8058.000
9.771,6264.000
9.776,6102.000
9.780,7516.000
9.785,7377.000
9.790,7788.000
9.794,7315.000
9.799,7568.000
9.804,6716.000
9.808,7783.000
9.813,6703.000
9.818,7848.000
9.822,5962.000
9.827,6872.000
9.832,7101.000
9.836,7707.000
9.841,6999.000
9.846,7215.000
9.850,6583.000
9.855,7221.000
9.860,7138.000
9.864,6396.000
9.869,6492.000
9.874,9030.000
9.878,7596.000
9.883,7392.000
9.888,7684.000
9.892,7983.000
9.897,8096.000
9.901,6307.000
9.906,6857.000
9.911,7886.000
9.915,7783.000
9.920,8044.000
9.925,7352.000
9.929,7471.000
9.934,6186.000
9.939,7207.000
9.943,6982.000
9.948,8158.000
9.953,7300.000
9.957,7815.000
9.962,7982.000
9.967,7812.000
9.971,7728.000
9.976,7425.000
9.981,7868.000
9.985,6801.000
9.990,6711.000
9.995,7090.000
9.999,7167.000
10.004,8076.000
10.009,6611.000
10.013,7502.000
10.018,6634.000
10.023,6371.000
10.027,6760.000
10.032,7392.000
10.036,8064.000
10.041,6978.000
10.046,7331.000
10.050,6504.000
10.055,6374.000
10.060,7419.000
10.064,6336.000
10.069,7197.000
10.074,6272.000
10.078,7000.000
10.083,6219.000
10.088,6944.000
10.092,7437.000
10.097,7719.000
10.102,6648.000
10.106,6334.000
10.111,6886.000
10.116,6632.000
10.120,7256.000
10.125,7218.000
10.130,7637.000
10.134,7311.000
10.139,7237.000
10.144,7586.000
10.148,7582.000
10.153,5927.000
10.158,6747.000
10.162,6954.000
10.167,6892.000
10.171,5870.000
10.176,7292.000
10.181,6986.000
10.185,7541.000
10.190,7961.000
10.195,7783.000
10.199,6810.000
10.204,6494.000
10.209,5453.000
10.213,7541.000
10.218,5911.000
10.223,8093.000
10.227,6666.000
10.232,6506.000
10.237,6480.000
10.241,6017.000
10.246,7103.000
10.251,6206.000
10.255,7106.000
10.260,7915.000
10.265,6539.000
10.269,6965.000
10.274,7012.000
10.279,6682.000
10.283,6177.000
10.288,6745.000
10.293,6847.000
10.297,7721.000
10.302,5985.000
10.306,7123.000
10.311,6842.000
10.316,6738.000
10.320,7245.000
10.325,7381.000
10.330,7378.000
10.334,7368.000
10.339,7748.000
10.344,7158.000
10.348,6817.000
10.353,6802.000
10.358,7151.000
10.362,6396.000
10.367,7593.000
10.372,7659.000
10.376,6916.000
10.381,7002.000
10.386,5880.000
10.390,5299.000
10.395,7083.000
10.400,6843.000
10.404,6706.000
10.409,6774.000
10.414,6121.000
10.418,6043.000
10.423,6518.000
10.428,7244.000
10.432,9024.000
10.437,12736.000
10.442,28232.000
10.446,77167.000
10.451,199789.000
10.455,471077.000
10.460,874752.000
10.465,1382495.000
10.469,1853115.000
10.474,2240640.000
10.479,2458944.000
10.483,2365358.000
10.488,2069525.000
10.493,1679137.000
10.497,1281371.000
10.502,935914.000
10.507,667964.000
10.511,471321.000
10.516,342280.000
10.521,258479.000
10.525,203071.000
10.530,171402.000
10.535,145848.000
10.539,124229.000
10.544,108592.000
10.549,92757.000
10.553,80151.000
10.558,73736.000
10.563,69370.000
10.567,62068.000
10.572,55271.000
10.577,51805.000
10.581,48160.000
10.586,45696.000
10.590,42801.000
10.595,37205.000
10.600,36977.000
10.604,36136.000
10.609,34735.000
10.614,32581.000
10.618,32055.000
10.623,30498.000
10.628,29351.000
10.632,28853.000
10.637,28918.000
10.642,27355.000
10.646,26700.000
10.651,25849.000
10.656,24245.000
10.660,23392.000
10.665,22513.000
10.670,21621.000
10.674,22188.000
10.679,20400.000
10.684,21073.000
10.688,20540.000
10.693,17982.000
10.698,19503.000
10.702,19322.000
10.707,19117.000
10.712,18618.000
10.716,17619.000
10.721,16780.000
10.725,16902.000
10.730,16470.000
10.735,15635.000
10.739,16514.000
10.744,17294.000
10.749,18379.000
10.753,16444.000
10.758,15908.000
10.763,16775.000
10.767,15672.000
10.772,15368.000
10.777,15581.000
10.781,16034.000
10.786,13371.000
10.791,14562.000
10.795,12998.000
10.800,14273.000
10.805,12712.000
10.809,11597.000
10.814,14178.000
10.819,12967.000
10.823,12575.000
10.828,13828.000
10.833,13035.000
10.837,13622.000
10.842,12255.000
10.847,13977.000
10.851,12902.000
10.856,11595.000
10.860,12091.000
10.865,12794.000
10.870,10763.000
10.874,11560.000
10.879,9212.000
10.884,10482.000
10.888,11608.000
10.893,11871.000
10.898,10311.000
10.902,12099.000
10.907,11435.000
10.912,11001.000
10.916,10864.000
10.921,10196.000
10.926,9680.000
10.930,11315.000
10.935,10196.000
10.940,10713.000
10.944,9351.000
10.949,9309.000
10.954,9086.000
10.958,9533.000
10.963,9885.000
10.968,11232.000
10.972,10222.000
10.977,10019.000
10.982,8483.000
10.986,10604.000
10.991,9734.000
10.995,10343.000
11.000,7191.000
11.005,9772.000
11.009,9836.000
11.014,8522.000
11.019,8391.000
11.023,9015.000
11.028,9327.000
11.033,9785.000
11.037,9101.000
11.042,9685.000
11.047,10938.000
11.051,8884.000
11.056,9915.000
11.061,11355.000
11.065,8299.000
11.070,8684.000
11.075,8833.000
11.079,7738.000
11.084,8127.000
11.089,7474.000
11.093,8993.000
11.098,8962.000
11.103,8444.000
11.107,9284.000
11.112,8370.000
11.117,6655.000
11.121,9247.000
11.126,7321.000
11.130,8443.000
11.135,7230.000
11.140,8379.000
11.144,9151.000
11.149,8523.000
11.154,7670.000
11.158,8124.000
11.163,8595.000
11.168,9511.000
11.172,8637.000
11.177,8298.000
11.182,7768.000
11.186,8533.000
11.191,8404.000
11.196,9617.000
11.200,7524.000
11.205,8801.000
11.210,6281.000
11.214,9581.000
11.219,6930.000
11.224,9317.000
11.228,8694.000
11.233,8547.000
11.238,7770.000
11.242,8007.000
11.247,8889.000
11.252,7780.000
11.256,8087.000
11.261,6290.000
11.265,8598.000
11.270,8692.000
11.275,8077.000
11.279,7985.000
11.284,8335.000
11.289,7221.000
11.293,7203.000
11.298,9322.000
11.303,7417.000
11.307,8148.000
11.312,7966.000
11.317,7286.000
11.321,7405.000
11.326,8525.000
11.331,7448.000
