"Path","File","Date Acquired","Sample","Misc"
"C:\Documents and Settings\sges\Desktop\Julie\Julie_CA_PLFAs_08_2023\","080423u.D"," 5 Aug 2023   2:44    ","06bn"," "
"TIC: 080423u.D\data.ms"
9.087,18658.000
9.091,18131.000
9.096,19561.000
9.101,17509.000
9.105,20243.000
9.110,19185.000
9.115,19275.000
9.119,18068.000
9.124,18723.000
9.129,18021.000
9.133,20854.000
9.138,16708.000
9.143,15954.000
9.147,16579.000
9.152,16295.000
9.157,16581.000
9.161,16339.000
9.166,15904.000
9.170,13954.000
9.175,17205.000
9.180,15152.000
9.184,14772.000
9.189,14856.000
9.194,14972.000
9.198,17700.000
9.203,17138.000
9.208,16971.000
9.212,14893.000
9.217,13907.000
9.222,14851.000
9.226,14889.000
9.231,12415.000
9.236,14680.000
9.240,14520.000
9.245,11698.000
9.250,12293.000
9.254,13911.000
9.259,12597.000
9.264,14024.000
9.268,14188.000
9.273,14457.000
9.278,12746.000
9.282,12452.000
9.287,11796.000
9.292,12773.000
9.296,12047.000
9.301,10068.000
9.305,10831.000
9.310,12537.000
9.315,11419.000
9.319,11029.000
9.324,11123.000
9.329,11235.000
9.333,9959.000
9.338,11090.000
9.343,11032.000
9.347,10572.000
9.352,12438.000
9.357,10115.000
9.361,10032.000
9.366,10971.000
9.371,11195.000
9.375,10525.000
9.380,10284.000
9.385,11768.000
9.389,10225.000
9.394,10730.000
9.399,13230.000
9.403,11998.000
9.408,12403.000
9.413,14412.000
9.417,17946.000
9.422,16888.000
9.427,15422.000
9.431,15411.000
9.436,16173.000
9.440,17552.000
9.445,14249.000
9.450,14378.000
9.454,15715.000
9.459,15281.000
9.464,14901.000
9.468,13133.000
9.473,12558.000
9.478,13026.000
9.482,11876.000
9.487,12575.000
9.492,12651.000
9.496,11370.000
9.501,11995.000
9.506,10673.000
9.510,12027.000
9.515,10116.000
9.520,9404.000
9.524,10969.000
9.529,11685.000
9.534,8930.000
9.538,10557.000
9.543,11582.000
9.548,10067.000
9.552,11029.000
9.557,10907.000
9.562,9559.000
9.566,11154.000
9.571,9065.000
